,0
2015-02-02,8128.3318311922885
2015-02-03,8053.880282294737
2015-02-04,8029.772236901252
2015-02-05,7948.961433839762
2015-02-06,7789.309772617681
2015-02-07,7789.309772617681
2015-02-08,7789.309772617681
2015-02-09,7859.4955700288
2015-02-10,7840.600833628441
2015-02-11,7887.191258089555
2015-02-12,7985.3527849148
2015-02-13,8000.16986809378
2015-02-14,8000.16986809378
2015-02-15,8000.16986809378
2015-02-16,7904.7998977500465
2015-02-17,7904.7998977500465
2015-02-18,8002.298612245595
2015-02-19,8018.2978292722255
2015-02-20,7914.547016876204
2015-02-21,7914.547016876204
2015-02-22,7914.547016876204
2015-02-23,7916.154397390499
2015-02-24,7676.452515702918
2015-02-25,7694.61910198912
2015-02-26,7725.0160141531305
2015-02-27,8042.826904031021
2015-02-28,8042.826904031021
2015-03-01,8042.826904031021
2015-03-02,8136.039853741572
2015-03-03,8172.499025324245
2015-03-04,8056.65680799974
2015-03-05,7995.51127408055
2015-03-06,7995.51127408055
2015-03-07,7995.51127408055
2015-03-08,7995.51127408055
2015-03-09,7808.4419621812
2015-03-10,7753.440162589975
2015-03-11,7754.1156122725115
2015-03-12,7886.982319331115
2015-03-13,7760.991400685489
2015-03-14,7760.991400685489
2015-03-15,7760.991400685489
2015-03-16,7443.040890006108
2015-03-17,7528.221762867756
2015-03-18,7464.622009204198
2015-03-19,7461.42034916436
2015-03-20,7439.733461217221
2015-03-21,7439.733461217221
2015-03-22,7439.733461217221
2015-03-23,7322.384046065639
2015-03-24,7330.944387454429
2015-03-25,7442.605602178503
2015-03-26,7692.148718123053
2015-03-27,7315.217451715961
2015-03-28,7315.217451715961
2015-03-29,7315.217451715961
2015-03-30,7738.31690140828
2015-03-31,7789.865300680089
2015-04-01,8012.982961846971
2015-04-02,8012.982961846971
2015-04-03,8012.982961846971
2015-04-04,8012.982961846971
2015-04-05,8012.982961846971
2015-04-06,8131.4302522351845
2015-04-07,8266.057505478977
2015-04-08,8174.964584084799
2015-04-09,7971.824759552057
2015-04-10,8264.778384510084
2015-04-11,8264.778384510084
2015-04-12,8264.778384510084
2015-04-13,8391.177885405148
2015-04-14,8391.177885405148
2015-04-15,8317.59282265668
2015-04-16,8381.562520935368
2015-04-17,8202.015910700664
2015-04-18,8202.015910700664
2015-04-19,8202.015910700664
2015-04-20,7909.627221392722
2015-04-21,7760.2823248947125
2015-04-22,7786.142507208827
2015-04-23,7741.208216424775
2015-04-24,7734.984462504975
2015-04-25,7734.984462504975
2015-04-26,7734.984462504975
2015-04-27,7754.582964178953
2015-04-28,7797.777804305575
2015-04-29,7507.437164193711
2015-04-30,7373.341358980564
2015-05-01,7373.341358980564
2015-05-02,7373.341358980564
2015-05-03,7373.341358980564
2015-05-04,7328.516067764449
2015-05-05,7468.8662966738775
2015-05-06,7150.9034421542165
2015-05-07,7048.132343448193
2015-05-08,7207.268761312769
2015-05-09,7207.268761312769
2015-05-10,7207.268761312769
2015-05-11,7284.9597097948945
2015-05-12,6940.4169648272755
2015-05-13,7153.223587547967
2015-05-14,7092.421117018872
2015-05-15,7033.8719092763395
2015-05-16,7033.8719092763395
2015-05-17,7033.8719092763395
2015-05-18,7097.366415828896
2015-05-19,7086.5157437036305
2015-05-20,7169.758235776202
2015-05-21,7096.75251078914
2015-05-22,7126.370754126818
2015-05-23,7126.370754126818
2015-05-24,7126.370754126818
2015-05-25,7065.4255706462245
2015-05-26,7083.667982375759
2015-05-27,7171.510598508924
2015-05-28,7123.000411073933
2015-05-29,7264.101333376213
2015-05-30,7264.101333376213
2015-05-31,7264.101333376213
2015-06-01,7254.844957949076
2015-06-02,7126.7987290578085
2015-06-03,7063.772561168667
2015-06-04,7011.965948259019
2015-06-05,7010.537129142571
2015-06-06,7010.537129142571
2015-06-07,7010.537129142571
2015-06-08,6850.839656444247
2015-06-09,6765.6476913087645
2015-06-10,6830.07737861836
2015-06-11,6710.272297395084
2015-06-12,6706.605529741059
2015-06-13,6706.605529741059
2015-06-14,6706.605529741059
2015-06-15,6709.428288816325
2015-06-16,6762.254542813238
2015-06-17,6888.277854692778
2015-06-18,6894.775432681659
2015-06-19,6911.126984524489
2015-06-20,6911.126984524489
2015-06-21,6911.126984524489
2015-06-22,6819.293776996807
2015-06-23,6871.979260482321
2015-06-24,6819.210238355679
2015-06-25,6885.093183140845
2015-06-26,6810.0694088522505
2015-06-27,6810.0694088522505
2015-06-28,6810.0694088522505
2015-06-29,6827.033158393171
2015-06-30,6885.704576812522
2015-07-01,6937.44812665169
2015-07-02,6947.388924552336
2015-07-03,6922.317861859581
2015-07-04,6922.317861859581
2015-07-05,6922.317861859581
2015-07-06,7057.23965042633
2015-07-07,7003.0480430477355
2015-07-08,6850.828729428905
2015-07-09,6849.509905368966
2015-07-10,6936.550663310746
2015-07-11,6936.550663310746
2015-07-12,6936.550663310746
2015-07-13,6966.283178225292
2015-07-14,6892.686264137022
2015-07-15,6930.0186709053305
2015-07-16,7004.524781695398
2015-07-17,6999.661353255514
2015-07-18,6999.661353255514
2015-07-19,6999.661353255514
2015-07-20,6985.660064048991
2015-07-21,6915.554735535197
2015-07-22,6995.449575006896
2015-07-23,6954.999734201159
2015-07-24,6847.225521642125
2015-07-25,6847.225521642125
2015-07-26,6847.225521642125
2015-07-27,6719.5023989683705
2015-07-28,6747.524408440337
2015-07-29,6836.739978590849
2015-07-30,6902.527789723162
2015-07-31,6892.741554852797
2015-08-01,6892.741554852797
2015-08-02,6892.741554852797
2015-08-03,7035.557325552052
2015-08-04,7133.367241623573
