Portfolio,Mean,Std,Fin Wealth,Sharpe Ratio,Var 95%,Max DD
Nifty,0.8681948025224928,5.1919966263275334,2.0670780455513187,0.16721790575133616,6.496481466238266,-29.343919217321496
