Portfolio,Mean,Std,Fin Wealth,Sharpe Ratio,Var 95%,Max DD
Nifty,0.9647141415851532,6.100189566410746,1.5736781444808063,0.1581449446910837,6.3547904701216416,-29.343919217321496
