Portfolio,Mean,Std,Fin Wealth,Sharpe Ratio,Var 95%,Max DD
Nifty,0.8169437773305365,5.1919966263275334,1.9700586919701466,0.15734674656527795,6.496481466238266,-29.343919217321496
