Date,20MICRONS,21STCENMGM,3IINFOLTD,3MINDIA,5PAISA
2016-12-31,0.003061363203574365,,0.00015625411332727244,0.00011580048690563336,
2017-12-31,0.005282568198657716,,0.0001848694480087641,0.0001495816654405943,
2018-12-31,0.0030360982383575838,,0.00028203288471596855,0.00022677024002399525,0.0005675988408861849
2019-12-31,0.0009789867643689612,0.00013372682735645697,0.00011494452212215606,0.00043662620483460464,0.0005968361058558239
2020-12-31,0.0028072418923910437,0.00027901195219123506,0.0002842661918394297,0.0005430741724936103,0.0007756159121900746
2021-12-31,0.007603210999051558,0.0010554936247723133,0.00102270580965145,0.0004919095113284013,0.0021988040180777905
