Date,20MICRONS,21STCENMGM,3IINFOLTD,3MINDIA,5PAISA
2015-01-11,0.0011549912856191461,,0.0001159584460788404,4.218338052924519e-05,
2015-01-18,0.008664452410978704,,6.02019286931852e-05,3.802895668924377e-05,
2015-01-25,0.0012922279058563471,,7.769856122826048e-05,0.00011410462401576551,
2015-02-01,0.001041028438638006,,4.6130395394023194e-05,0.00013126825327782266,
2015-02-08,0.0009202159466084763,,3.96320225053939e-05,6.730521699762985e-05,
2015-02-15,0.001064968188967452,,6.209390757053796e-05,9.086470603900542e-05,
2015-02-22,0.0013050954330976435,,0.00014345415479610448,0.00021646501140691162,
2015-03-01,0.0009101611097728594,,8.119595665804438e-05,0.00010291963675422322,
2015-03-08,0.0008838011704192821,,6.219961020848482e-05,6.151742993848258e-05,
2015-03-15,0.0006515863007099033,,5.148442621973752e-05,5.02969347808719e-05,
2015-03-22,0.0007243109971235459,,4.5897295299853375e-05,4.166851603625356e-05,
2015-03-29,0.002484009465376277,,9.767376715023065e-05,0.00040496755465996753,
2015-04-05,0.0009873275426390642,,0.00012782519380306984,2.8080827807417007e-05,
2015-04-12,0.0021075935556090857,,0.00015986041410878402,0.00024791613034948646,
2015-04-19,0.0017940997265243081,,0.0002032436435374474,9.962184090687167e-05,
2015-04-26,0.0007657716123730039,,4.665458750044701e-05,6.11090891336961e-05,
2015-05-03,0.000851005341986312,,9.28243196528829e-05,4.6138072453861925e-05,
2015-05-10,0.0021103991611522823,,0.00029176657805962496,6.252940497643163e-05,
2015-05-17,0.0006998937270627577,,0.0010384944749734775,4.09583581148858e-05,
2015-05-24,0.001024947217774503,,0.0003732753215481995,5.308430462224037e-05,
2015-05-31,0.0015620988196619104,,0.00020394154319295277,2.535263779282918e-05,
2015-06-07,0.0009111869978603715,,0.0002836854966563755,0.00022073483590913528,
2015-06-14,0.0018592946310912106,,0.0003299653121312179,4.355043452787814e-05,
2015-06-21,0.0013888370906720699,,3.9138763395358263e-05,2.0576825771630966e-05,
2015-06-28,0.0008744023918495742,,0.00011957182534479264,4.532582933129755e-05,
2015-07-05,0.0008586116503478668,,0.00012684686080747636,0.00013500102085201197,
2015-07-12,0.0010076998285463278,,0.0003027112562730209,4.9498007119333165e-05,
2015-07-19,0.001031629660068298,,7.403773944761655e-05,0.00024848425668658067,
2015-07-26,0.0011626996160004534,,8.631152328616896e-05,0.00020907049205066974,
2015-08-02,0.0009573859691383391,,8.377942806737313e-05,0.00011701627149337335,
2015-08-09,0.0032463066611877066,,5.712436375773325e-05,0.0009705018153411864,
2015-08-16,0.0019987473963130374,,7.157716560775292e-05,0.00011630611357200558,
2015-08-23,0.0009032122766497102,,0.00015157418555029743,0.0002670903942264161,
2015-08-30,0.0008325223527411333,,0.00018818669463947267,0.00018925708604450916,
2015-09-06,0.0008589913989769458,,8.363078280149241e-05,0.00011788621494704885,
2015-09-13,0.0008832046249982288,,5.4733880869223164e-05,0.00013123718386876283,
2015-09-20,0.001121640003967523,,0.00013243434933425517,4.4695564176083656e-05,
2015-09-27,0.0008311323027220042,,4.4208854346711806e-05,4.205466440599728e-05,
2015-10-04,0.0005757584345287858,,0.00017088960675161818,3.606270694445677e-05,
2015-10-11,0.0008237767984923413,,0.0002813065763907928,9.299517980310871e-05,
2015-10-18,0.00929933543989911,,0.0001514719099784244,5.2960026986001014e-05,
2015-10-25,0.005738100973460105,,0.00013760176896210558,0.0001015081978855048,
2015-11-01,0.007787624162215011,,0.00013860366427864728,0.0001360485037860294,
2015-11-08,0.004408649200119025,,0.00010675567104933782,0.00013880036573132948,
2015-11-15,0.0035637425077579246,,0.00015123692251453274,6.400298266326974e-05,
2015-11-22,0.003147594689187083,,0.00010503844274117606,6.288448393711551e-05,
2015-11-29,0.002511867144658722,,6.761124554481411e-05,5.479312212053155e-05,
2015-12-06,0.0021920111090643728,,0.00032426899190616393,0.00011737135045405722,
2015-12-13,0.0014815694387371942,,0.0006733278897617147,5.056324400138481e-05,
2015-12-20,0.0023501339039009254,,0.00045201726049278227,0.0001980985521655378,
2015-12-27,0.0050923724370509965,,0.00018183997687475415,8.317724654019938e-05,
2016-01-03,0.009062865401782551,,0.00012987757923972775,8.086923329575415e-05,
2016-01-10,0.0032186756975047114,,0.0004117945905997067,6.602693273916787e-05,
2016-01-17,0.003922151531038783,,0.00034537077874861427,3.8455051442064425e-05,
2016-01-24,0.0023321156816346195,,0.00015663253507527627,6.838820782771569e-05,
2016-01-31,0.0010815609369022147,,6.491414454470682e-05,6.107358123762772e-05,
2016-02-07,0.0005744859932268714,,0.00016068577082166145,4.9817578183948656e-05,
