Date,Capital
2014-02-24,250019.97906383997
2014-02-25,250261.08483205838
2014-02-26,250142.00671318287
2014-02-27,250142.00671318287
2014-02-28,250842.35706219295
2014-03-01,250842.35706219295
2014-03-02,250842.35706219295
2014-03-03,250854.84745488077
2014-03-04,252899.98333408328
2014-03-05,252825.10809251998
2014-03-06,252424.0175229204
2014-03-07,249559.4472645425
2014-03-08,249559.4472645425
2014-03-09,249559.4472645425
2014-03-10,255115.95468220502
2014-03-11,253491.5063208621
2014-03-12,253864.28301742816
2014-03-13,251299.50332385354
2014-03-14,252738.97112691024
2014-03-15,252738.97112691024
2014-03-16,252738.97112691024
2014-03-17,252738.97112691024
2014-03-18,253825.79813039
2014-03-19,254680.499329745
2014-03-20,253627.07224719247
2014-03-21,256557.43811779786
2014-03-22,256557.43811779786
2014-03-23,256557.43811779786
2014-03-24,257462.05461151584
2014-03-25,257764.92694020228
2014-03-26,255681.26727597098
2014-03-27,255591.48613056392
2014-03-28,258369.494119948
2014-03-29,258369.494119948
2014-03-30,258369.494119948
2014-03-31,263531.4668181024
2014-04-01,267362.60629324196
2014-04-02,272839.2860719081
2014-04-03,270151.4030801244
2014-04-04,272581.3631491697
2014-04-05,272581.3631491697
2014-04-06,272581.3631491697
2014-04-07,273289.2876894708
2014-04-08,273289.2876894708
2014-04-09,278813.47534344293
2014-04-10,282848.95639433066
2014-04-11,281899.84393218387
2014-04-12,281899.84393218387
2014-04-13,281899.84393218387
2014-04-14,281899.84393218387
2014-04-15,280440.4895907194
2014-04-16,274719.2731047856
2014-04-17,283213.5906459103
2014-04-18,283213.5906459103
2014-04-19,283213.5906459103
2014-04-20,283213.5906459103
2014-04-21,291909.44288731355
2014-04-22,288061.47352302936
2014-04-23,288213.4749453075
2014-04-24,288213.4749453075
2014-04-25,287012.70557752193
2014-04-26,287012.70557752193
2014-04-27,287012.70557752193
2014-04-28,284528.054455145
2014-04-29,281205.65074036666
2014-04-30,271266.22564781015
2014-05-01,271266.22564781015
2014-05-02,273327.41908303864
2014-05-03,273327.41908303864
2014-05-04,273327.41908303864
2014-05-05,268957.0757330432
2014-05-06,271564.0037200339
2014-05-07,270146.17349099496
2014-05-08,269448.8165831636
2014-05-09,275883.30340915784
2014-05-10,275883.30340915784
2014-05-11,275883.30340915784
2014-05-12,275781.3285632589
2014-05-13,283740.07913321006
2014-05-14,288151.2133355815
2014-05-15,282745.3884985088
2014-05-16,289136.7511414478
2014-05-17,289136.7511414478
2014-05-18,289136.7511414478
2014-05-19,306177.6366058551
2014-05-20,313474.39424626855
2014-05-21,315887.3002302904
2014-05-22,321341.61142548645
2014-05-23,327558.02306781826
2014-05-24,327558.02306781826
2014-05-25,327558.02306781826
2014-05-26,318813.73361606576
2014-05-27,318596.5195532576
2014-05-28,321509.57165467425
2014-05-29,314025.6531451329
2014-05-30,316271.6533610288
2014-05-31,316271.6533610288
2014-06-01,316271.6533610288
2014-06-02,326441.45698174986
2014-06-03,329466.676122051
2014-06-04,336084.53967379243
2014-06-05,341941.0790602935
2014-06-06,348309.4008473399
2014-06-07,348309.4008473399
2014-06-08,348309.4008473399
2014-06-09,365004.8961521291
2014-06-10,366179.99217612104
2014-06-11,358023.77045460703
2014-06-12,357252.41033464205
2014-06-13,343581.26929053455
2014-06-14,343581.26929053455
2014-06-15,343581.26929053455
2014-06-16,346667.05827305914
2014-06-17,356377.0003330967
2014-06-18,352244.55904978863
2014-06-19,352865.58679450967
2014-06-20,349206.982760881
2014-06-21,349206.982760881
2014-06-22,349206.982760881
2014-06-23,353001.39646839246
2014-06-24,365194.472525509
2014-06-25,367730.4402000225
2014-06-26,362240.4654999421
2014-06-27,359364.15994442254
2014-06-28,359364.15994442254
2014-06-29,359364.15994442254
2014-06-30,368738.2294420871
2014-07-01,374367.8870634905
2014-07-02,379114.14026340115
2014-07-03,375354.0304913427
2014-07-04,377725.74826219364
2014-07-05,377725.74826219364
2014-07-06,377725.74826219364
2014-07-07,383248.31342807115
2014-07-08,361996.90989348
2014-07-09,347751.403530109
2014-07-10,344825.7809109339
2014-07-11,326641.62563470914
2014-07-12,326641.62563470914
2014-07-13,326641.62563470914
2014-07-14,331766.6403091278
2014-07-15,338959.70415355853
2014-07-16,346323.92273923336
2014-07-17,351280.04659651784
2014-07-18,348128.43688841444
2014-07-19,348128.43688841444
2014-07-20,348128.43688841444
2014-07-21,353382.76393495774
2014-07-22,350644.0957169748
2014-07-23,348603.3265488539
2014-07-24,349218.81990053586
2014-07-25,341277.7139539511
2014-07-26,341277.7139539511
2014-07-27,341277.7139539511
2014-07-28,337340.0561274028
2014-07-29,337340.0561274028
2014-07-30,338624.9512897207
2014-07-31,338459.5213380797
2014-08-01,331783.60617784905
2014-08-02,331783.60617784905
2014-08-03,331783.60617784905
2014-08-04,337184.42730246345
2014-08-05,342923.38165081036
2014-08-06,341117.1068479608
2014-08-07,334938.72973388335
2014-08-08,325475.15455038205
2014-08-09,325475.15455038205
2014-08-10,325475.15455038205
2014-08-11,327407.52731245535
2014-08-12,328683.65403962164
2014-08-13,317986.479987797
2014-08-14,321536.1658577981
2014-08-15,321536.1658577981
2014-08-16,321536.1658577981
2014-08-17,321536.1658577981
2014-08-18,328400.0419888176
2014-08-19,332845.4628555485
2014-08-20,333234.76750782743
2014-08-21,333131.0915552421
2014-08-22,333523.55657376227
2014-08-23,333523.55657376227
2014-08-24,333523.55657376227
2014-08-25,333024.53205180063
2014-08-26,331508.6397474007
2014-08-27,334245.6831173356
2014-08-28,333763.00958667486
2014-08-29,333763.00958667486
2014-08-30,333763.00958667486
2014-08-31,333763.00958667486
2014-09-01,338418.91767237225
2014-09-02,338317.9926059471
2014-09-03,344162.8925356916
2014-09-04,345761.00979468715
2014-09-05,352590.0707542989
2014-09-06,352590.0707542989
2014-09-07,352590.0707542989
2014-09-08,363753.87992736325
2014-09-09,364909.9854574329
2014-09-10,368572.50980808435
2014-09-11,373643.87577077106
2014-09-12,374079.99703292723
2014-09-13,374079.99703292723
2014-09-14,374079.99703292723
2014-09-15,379573.4948872225
2014-09-16,362070.37129395676
2014-09-17,375582.78008453315
2014-09-18,394124.9439916071
2014-09-19,393335.2769916774
2014-09-20,393335.2769916774
2014-09-21,393335.2769916774
2014-09-22,397193.8696710401
2014-09-23,385649.7677309894
2014-09-24,380812.5689994113
2014-09-25,368376.66890979174
2014-09-26,377488.58919199096
2014-09-27,377488.58919199096
2014-09-28,377488.58919199096
2014-09-29,381212.03165344195
2014-09-30,382322.0053099021
2014-10-01,381427.5246378621
2014-10-02,381427.5246378621
2014-10-03,381427.5246378621
2014-10-04,381427.5246378621
2014-10-05,381427.5246378621
2014-10-06,381427.52463786205
2014-10-07,379617.1008487423
2014-10-08,377978.4914635875
2014-10-09,387574.90199000074
2014-10-10,379449.1105626541
2014-10-11,379449.1105626541
2014-10-12,379449.1105626541
2014-10-13,381647.17079100985
2014-10-14,384064.13086483034
2014-10-15,384064.13086483034
2014-10-16,367546.23892004276
2014-10-17,372990.4078404263
2014-10-18,372990.4078404263
2014-10-19,372990.4078404263
2014-10-20,376449.761550371
2014-10-21,377189.4821699037
2014-10-22,386877.1475810113
2014-10-23,386877.1475810113
2014-10-24,386877.1475810113
2014-10-25,386877.1475810113
2014-10-26,386877.1475810113
2014-10-27,383637.92263489636
2014-10-28,389699.00356509653
2014-10-29,389887.7805487636
2014-10-30,390826.0679476884
2014-10-31,398222.8722470582
2014-11-01,398222.8722470582
2014-11-02,398222.8722470582
2014-11-03,404165.18791720574
2014-11-04,404165.18791720574
2014-11-05,399291.94333527674
2014-11-06,399291.94333527674
2014-11-07,395045.9381323321
2014-11-08,395045.9381323321
2014-11-09,395045.9381323321
2014-11-10,396434.3589511209
2014-11-11,396223.542372716
2014-11-12,395850.43317592476
2014-11-13,390007.2423509804
2014-11-14,389860.05306596385
2014-11-15,389860.05306596385
2014-11-16,389860.05306596385
2014-11-17,393630.4496945975
2014-11-18,392903.4091960322
2014-11-19,389367.6547508773
2014-11-20,386595.09582368395
2014-11-21,385078.84058637626
2014-11-22,385078.84058637626
2014-11-23,385078.84058637626
2014-11-24,389691.20012663177
2014-11-25,382376.8523389117
2014-11-26,390727.08009864297
2014-11-27,393882.8845475988
2014-11-28,396841.87200325297
2014-11-29,396841.87200325297
2014-11-30,396841.87200325297
2014-12-01,389184.12284695834
2014-12-02,394179.79793815664
2014-12-03,403229.63680996106
2014-12-04,413050.47325234767
2014-12-05,412286.39004811255
2014-12-06,412286.39004811255
2014-12-07,412286.39004811255
2014-12-08,407300.6598075059
2014-12-09,400323.65362487856
2014-12-10,403784.24601842865
2014-12-11,403686.08754779946
2014-12-12,394597.0664735007
2014-12-13,394597.0664735007
2014-12-14,394597.0664735007
2014-12-15,390650.0016285235
2014-12-16,375881.1841191447
2014-12-17,368743.5348979621
2014-12-18,390784.2573078705
2014-12-19,395933.94560115994
2014-12-20,395933.94560115994
2014-12-21,395933.94560115994
2014-12-22,393469.74778157525
2014-12-23,384688.82720455347
2014-12-24,384077.4066732628
2014-12-25,384077.4066732628
2014-12-26,381909.0261716017
2014-12-27,381909.0261716017
2014-12-28,381909.0261716017
2014-12-29,381769.36157462123
2014-12-30,384613.95942145016
2014-12-31,395071.23656721204
2015-01-01,398919.70895487524
2015-01-02,400728.53686451085
2015-01-03,400728.53686451085
2015-01-04,400728.53686451085
2015-01-05,399397.3456652682
2015-01-06,383451.9365193688
2015-01-07,389240.77749861486
2015-01-08,397259.5132880914
2015-01-09,395440.03446920484
2015-01-10,395440.03446920484
2015-01-11,395440.03446920484
2015-01-12,395146.4003948247
2015-01-13,396533.1967713879
2015-01-14,392775.2752170877
2015-01-15,393669.7740935299
2015-01-16,393080.9853922017
2015-01-17,393080.9853922017
2015-01-18,393080.9853922017
2015-01-19,394426.91917263105
2015-01-20,398190.5523066892
2015-01-21,399125.46213830385
2015-01-22,399139.1217403269
2015-01-23,394017.83430415305
2015-01-24,394017.83430415305
2015-01-25,394017.83430415305
2015-01-26,394017.8343041531
2015-01-27,395072.08526697394
2015-01-28,393886.5155578714
2015-01-29,394359.4191016823
2015-01-30,389688.00688708015
2015-01-31,389688.00688708015
2015-02-01,389688.00688708015
2015-02-02,397165.686729251
2015-02-03,400741.1471957241
2015-02-04,395715.5089182005
2015-02-05,389304.9963806606
2015-02-06,380177.5152532897
2015-02-07,380177.5152532897
2015-02-08,380177.5152532897
2015-02-09,372129.95296069037
2015-02-10,376815.07374904776
2015-02-11,386296.7456679483
2015-02-12,400667.0031268076
2015-02-13,397529.2422570679
2015-02-14,397529.2422570679
2015-02-15,397529.2422570679
2015-02-16,407042.9914362916
