Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2014-01-01,119.76531783466937,123.27023348802403,118.0556076968462,120.49195098876953,99823,0.0,0
2014-01-02,122.15892933252833,124.80897600766524,117.2007611131734,118.7822494506836,232032,0.0,0
2014-01-03,118.65401110952602,118.82498777281673,116.68784293693945,117.84190368652344,94675,0.0,0
2014-01-06,117.84190368652344,118.61127046899539,116.3886443520568,117.84190368652344,45128,0.0,0
2014-01-07,117.32898096787886,120.8766301900087,117.32898096787886,119.42337799072266,50371,0.0,0
2014-01-08,119.25240153116586,122.24440131185241,116.26040880106298,117.75640869140625,110232,0.0,0
2014-01-09,118.5685224681381,118.5685224681381,116.26040816283397,116.68783569335938,39756,0.0,0
2014-01-10,115.49103917095267,118.73948269899101,111.17401626160982,112.456298828125,55341,0.0,0
2014-01-13,111.1312780971921,116.85881266219523,111.1312780971921,113.90955352783203,125653,0.0,0
2014-01-14,115.14910320427059,115.7902480700663,112.49904950995514,112.84099578857422,53190,0.0,0
2014-01-15,113.26841742975049,114.59344068237334,112.28533338729362,112.71276092529297,29989,0.0,0
2014-01-16,112.71275859419137,114.50795703689421,109.20785003485102,109.59253692626953,42091,0.0,0
2014-01-17,109.12235778622986,110.23367073221327,105.74567831207514,106.00213623046875,38197,0.0,0
2014-01-20,105.14728808174918,108.43847944822554,103.82225776689147,105.48922729492188,53923,0.0,0
2014-01-21,107.4981351054111,107.71185239973153,106.00214224750309,106.64328002929688,67742,0.0,0
2014-01-22,106.64327571371703,106.85699299938886,105.61745107400921,105.87390899658203,22251,0.0,0
2014-01-23,105.1472869824974,110.91756226119426,104.76260008376195,106.68602752685547,129683,0.0,0
2014-01-24,106.6432767348266,106.6432767348266,104.80533767290108,105.2327651977539,20605,0.0,0
2014-01-27,103.43757050312024,105.06179938648117,100.70203565553481,101.12946319580078,58094,0.0,0
2014-01-28,102.0270557914791,102.53997164432812,98.00923139552349,99.67620086669922,136350,0.0,0
2014-01-29,102.32625859359061,102.32625859359061,98.47941068964514,98.86409759521484,38322,0.0,0
2014-01-30,98.82134753863687,98.94957650408914,95.95758376156482,97.92375183105469,46364,0.0,0
2014-01-31,96.59872454660577,101.12946501565764,96.59872454660577,100.4455795288086,33107,0.0,0
2014-02-03,100.87300643350115,102.32625867717304,97.88100656629355,98.30844116210938,25893,0.0,0
