Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Outstanding Shares
2014-01-01,14.75,15.399999618530272,14.649999618530272,15.100000381469728,1336858,0,0,630000000
2014-01-02,15.100000381469728,16.0,15.0,15.149999618530272,2726992,0,0,630000000
2014-01-03,15.100000381469728,15.75,14.850000381469728,15.300000190734863,2301976,0,0,630000000
2014-01-06,15.25,16.100000381469727,15.25,15.949999809265137,2110067,0,0,630000000
2014-01-07,16.549999237060547,18.049999237060547,15.949999809265137,17.600000381469727,14394474,0,0,630000000
2014-01-08,18.0,18.25,16.799999237060547,17.0,7514305,0,0,630000000
2014-01-09,17.049999237060547,18.200000762939453,16.5,17.399999618530273,7134725,0,0,630000000
2014-01-10,18.0,18.399999618530277,16.600000381469727,16.75,5560673,0,0,630000000
2014-01-13,16.75,17.100000381469727,16.299999237060547,16.450000762939453,2909856,0,0,630000000
2014-01-14,16.450000762939453,16.549999237060547,15.75,15.850000381469728,1645992,0,0,630000000
2014-01-15,15.899999618530272,16.200000762939453,15.600000381469728,15.699999809265137,2633448,0,0,630000000
2014-01-16,15.899999618530272,15.899999618530272,15.199999809265137,15.350000381469728,1193863,0,0,630000000
2014-01-17,15.25,15.449999809265137,14.800000190734863,14.899999618530272,1067007,0,0,630000000
2014-01-20,14.899999618530272,15.149999618530272,14.899999618530272,14.949999809265137,762651,0,0,630000000
2014-01-21,15.050000190734863,15.149999618530272,14.899999618530272,15.0,484082,0,0,630000000
2014-01-22,15.0,15.149999618530272,14.800000190734863,14.850000381469728,583877,0,0,630000000
2014-01-23,14.949999809265137,14.949999809265137,14.649999618530272,14.699999809265137,500343,0,0,630000000
2014-01-24,14.75,15.899999618530272,14.5,15.399999618530272,2758682,0,0,630000000
2014-01-27,15.399999618530272,16.700000762939453,15.050000190734863,16.0,5117173,0,0,630000000
2014-01-28,16.0,16.399999618530273,15.300000190734863,15.449999809265137,1784487,0,0,630000000
2014-01-29,15.649999618530272,15.850000381469728,14.800000190734863,14.949999809265137,1265908,0,0,630000000
2014-01-30,14.75,15.149999618530272,14.449999809265137,14.649999618530272,959761,0,0,630000000
2014-01-31,15.25,16.100000381469727,15.25,15.699999809265137,3350049,0,0,630000000
2014-02-03,15.899999618530272,15.899999618530272,15.0,15.199999809265137,1010481,0,0,630000000
2014-02-04,15.149999618530272,15.399999618530272,14.800000190734863,15.0,1095669,0,0,630000000
2014-02-05,15.100000381469728,15.350000381469728,14.899999618530272,14.949999809265137,651571,0,0,630000000
2014-02-06,14.899999618530272,15.449999809265137,14.850000381469728,14.949999809265137,950650,0,0,630000000
2014-02-07,15.100000381469728,15.199999809265137,14.699999809265137,14.75,783379,0,0,630000000
2014-02-10,14.850000381469728,14.899999618530272,14.649999618530272,14.699999809265137,388790,0,0,630000000
2014-02-11,14.800000190734863,14.850000381469728,14.5,14.550000190734863,628138,0,0,630000000
2014-02-12,14.600000381469728,14.75,14.399999618530272,14.449999809265137,623372,0,0,630000000
2014-02-13,14.550000190734863,14.649999618530272,14.050000190734863,14.100000381469728,538583,0,0,630000000
2014-02-14,14.25,14.399999618530272,13.800000190734863,14.0,745694,0,0,630000000
2014-02-17,14.25,14.850000381469728,14.25,14.550000190734863,1207529,0,0,630000000
2014-02-18,14.449999809265137,14.600000381469728,14.25,14.350000381469728,540945,0,0,630000000
2014-02-19,14.5,14.600000381469728,14.25,14.300000190734863,476879,0,0,630000000
2014-02-20,14.399999618530272,14.399999618530272,14.100000381469728,14.199999809265137,324966,0,0,630000000
2014-02-21,14.25,14.399999618530272,14.149999618530272,14.199999809265137,351201,0,0,630000000
2014-02-24,14.100000381469728,14.699999809265137,14.100000381469728,14.399999618530272,570353,0,0,630000000
2014-02-25,14.350000381469728,14.5,14.050000190734863,14.149999618530272,459831,0,0,630000000
2014-02-26,14.149999618530272,14.399999618530272,14.0,14.100000381469728,444616,0,0,630000000
2014-02-28,14.199999809265137,14.300000190734863,14.050000190734863,14.100000381469728,382051,0,0,630000000
2014-03-03,14.050000190734863,14.149999618530272,13.800000190734863,13.899999618530272,432542,0,0,630000000
2014-03-04,13.800000190734863,14.5,13.699999809265137,14.199999809265137,975581,0,0,630000000
2014-03-05,14.199999809265137,14.350000381469728,14.0,14.050000190734863,400660,0,0,630000000
2014-03-06,14.25,14.399999618530272,14.100000381469728,14.199999809265137,753957,0,0,630000000
2014-03-07,14.25,14.75,14.25,14.300000190734863,1145044,0,0,630000000
2014-03-10,14.25,14.5,14.149999618530272,14.350000381469728,693053,0,0,630000000
2014-03-11,14.199999809265137,14.5,14.199999809265137,14.25,391621,0,0,630000000
2014-03-12,14.199999809265137,14.399999618530272,14.149999618530272,14.199999809265137,397109,0,0,630000000
2014-03-13,14.25,15.149999618530272,14.25,14.600000381469728,2480026,0,0,630000000
2014-03-14,14.5,14.600000381469728,14.199999809265137,14.25,733418,0,0,630000000
2014-03-18,14.300000190734863,14.5,14.050000190734863,14.149999618530272,485971,0,0,630000000
2014-03-19,14.199999809265137,14.449999809265137,14.149999618530272,14.199999809265137,751635,0,0,630000000
2014-03-20,14.199999809265137,14.300000190734863,14.050000190734863,14.100000381469728,331672,0,0,630000000
2014-03-21,14.100000381469728,14.25,14.050000190734863,14.100000381469728,360201,0,0,630000000
2014-03-24,14.100000381469728,14.25,14.050000190734863,14.050000190734863,374484,0,0,630000000
2014-03-25,14.050000190734863,15.100000381469728,14.050000190734863,14.350000381469728,1303802,0,0,630000000
2014-03-26,14.399999618530272,14.550000190734863,14.100000381469728,14.199999809265137,900018,0,0,630000000
2014-03-27,14.25,14.899999618530272,14.25,14.550000190734863,1516914,0,0,630000000
2014-03-28,14.550000190734863,15.199999809265137,14.399999618530272,14.850000381469728,1987884,0,0,630000000
2014-03-31,15.0,15.300000190734863,14.800000190734863,15.199999809265137,1767818,0,0,630000000
2014-04-01,15.399999618530272,15.899999618530272,15.050000190734863,15.75,2051563,0,0,630000000
2014-04-02,15.949999809265137,16.299999237060547,15.550000190734863,16.149999618530273,1825769,0,0,630000000
2014-04-03,16.299999237060547,16.450000762939453,15.600000381469728,15.75,1421437,0,0,630000000
2014-04-04,15.800000190734863,16.200000762939453,15.550000190734863,15.850000381469728,1311845,0,0,630000000
2014-04-07,16.0,16.100000381469727,15.600000381469728,15.850000381469728,691470,0,0,630000000
2014-04-09,16.100000381469727,16.399999618530273,16.0,16.299999237060547,1717858,0,0,630000000
2014-04-10,16.450000762939453,16.5,16.049999237060547,16.100000381469727,838444,0,0,630000000
2014-04-11,16.100000381469727,17.700000762939453,15.899999618530272,17.399999618530273,4856756,0,0,630000000
2014-04-15,17.25,17.5,16.799999237060547,16.950000762939453,1086993,0,0,630000000
2014-04-16,16.950000762939453,17.149999618530273,15.949999809265137,16.149999618530273,1180612,0,0,630000000
2014-04-17,16.299999237060547,16.700000762939453,16.25,16.450000762939453,795584,0,0,630000000
2014-04-21,16.399999618530273,17.200000762939453,16.399999618530273,16.700000762939453,1251121,0,0,630000000
2014-04-22,16.799999237060547,17.350000381469727,16.299999237060547,17.049999237060547,2109956,0,0,630000000
2014-04-23,17.899999618530273,18.399999618530277,17.600000381469727,17.950000762939453,5732979,0,0,630000000
2014-04-24,17.950000762939453,17.950000762939453,17.950000762939453,17.950000762939453,0,0,0,630000000
2014-04-25,17.899999618530273,19.200000762939453,17.600000381469727,18.850000381469727,6371686,0,0,630000000
2014-04-28,18.75,19.450000762939453,18.75,18.850000381469727,2533478,0,0,630000000
2014-04-29,18.850000381469727,19.200000762939453,18.450000762939453,18.549999237060547,1929048,0,0,630000000
2014-04-30,18.649999618530277,18.799999237060547,17.299999237060547,17.649999618530273,1618820,0,0,630000000
2014-05-02,17.850000381469727,17.850000381469727,17.25,17.399999618530273,844678,0,0,630000000
2014-05-05,17.5,17.600000381469727,17.049999237060547,17.100000381469727,778661,0,0,630000000
2014-05-06,17.200000762939453,17.350000381469727,16.950000762939453,17.049999237060547,589208,0,0,630000000
2014-05-07,16.899999618530273,17.75,16.899999618530273,17.0,1599084,0,0,630000000
2014-05-08,17.049999237060547,17.200000762939453,16.600000381469727,16.75,671302,0,0,630000000
2014-05-09,16.600000381469727,17.299999237060547,16.600000381469727,17.149999618530273,1218215,0,0,630000000
2014-05-12,17.399999618530273,17.950000762939453,17.299999237060547,17.75,1890951,0,0,630000000
2014-05-13,18.399999618530277,20.100000381469727,18.200000762939453,19.799999237060547,8022606,0,0,630000000
2014-05-14,20.100000381469727,20.799999237060547,19.399999618530277,20.549989700317383,4284880,0,0,630000000
2014-05-15,20.549999237060547,20.799999237060547,19.149999618530277,19.399999618530277,2889801,0,0,630000000
2014-05-16,20.0,21.0,19.549999237060547,20.299999237060547,5627089,0,0,630000000
2014-05-19,20.399999618530277,22.450000762939453,19.799999237060547,22.149999618530277,8396042,0,0,630000000
2014-05-20,22.5,26.549999237060547,21.75,26.149999618530277,15188673,0,0,630000000
2014-05-21,25.799999237060547,28.25,25.799999237060547,27.049999237060547,12191078,0,0,630000000
2014-05-22,27.5,27.700000762939453,26.200000762939453,26.700000762939453,4151132,0,0,630000000
2014-05-23,27.100000381469727,32.0,26.950000762939453,31.850000381469727,14010776,0,0,630000000
2014-05-26,34.0,35.0,29.149999618530277,30.700000762939453,16693052,0,0,630000000
2014-05-27,30.950000762939453,32.29999923706055,28.100000381469727,31.149999618530277,7041072,0,0,630000000
2014-05-28,31.299999237060547,31.799999237060547,29.950000762939453,30.350000381469727,4786834,0,0,630000000
2014-05-29,30.25,31.399999618530277,29.399999618530277,30.200000762939453,2955433,0,0,630000000
2014-05-30,30.149999618530277,32.349998474121094,29.649999618530277,31.0,4810267,0,0,630000000
2014-06-02,34.099998474121094,34.099998474121094,32.400001525878906,33.25,6742385,0,0,630000000
2014-06-03,33.400001525878906,33.400001525878906,32.099998474121094,32.79999923706055,3188618,0,0,630000000
2014-06-04,32.54999923706055,34.5,32.5,34.0,5511704,0,0,630000000
2014-06-05,34.150001525878906,34.20000076293945,32.599998474121094,33.150001525878906,3639269,0,0,630000000
2014-06-06,33.150001525878906,34.150001525878906,32.70000076293945,32.95000076293945,2527486,0,0,630000000
2014-06-09,33.099998474121094,33.599998474121094,32.54999923706055,32.75,3014155,0,0,630000000
2014-06-10,32.95000076293945,33.099998474121094,31.0,32.45000076293945,2992020,0,0,630000000
2014-06-11,32.599998474121094,34.849998474121094,32.099998474121094,32.95000076293945,8425130,0,0,630000000
2014-06-12,32.849998474121094,33.599998474121094,32.04999923706055,32.349998474121094,3135008,0,0,630000000
2014-06-13,32.5,32.650001525878906,29.149999618530277,29.149999618530277,3065563,0,0,630000000
2014-06-16,29.0,29.899999618530277,27.100000381469727,29.399999618530277,4003738,0,0,630000000
2014-06-17,29.350000381469727,32.29999923706055,28.350000381469727,31.850000381469727,6250598,0,0,630000000
2014-06-18,32.75,35.0,32.0,34.75,21430715,0,0,630000000
2014-06-19,34.95000076293945,35.900001525878906,33.400001525878906,34.04999923706055,6908680,0,0,630000000
2014-06-20,34.75,37.400001525878906,34.099998474121094,37.0,15195078,0,0,630000000
2014-06-23,37.45000076293945,37.70000076293945,35.75,37.0,8828044,0,0,630000000
2014-06-24,36.650001525878906,37.75,36.5,37.29999923706055,5390461,0,0,630000000
2014-06-25,37.900001525878906,38.95000076293945,37.650001525878906,38.150001525878906,9286058,0,0,630000000
2014-06-26,38.29999923706055,38.5,37.04999923706055,37.34999847412109,4331127,0,0,630000000
2014-06-27,37.400001525878906,37.59999847412109,36.20000076293945,36.400001525878906,2595638,0,0,630000000
2014-06-30,36.400001525878906,36.650001525878906,35.400001525878906,35.70000076293945,2379084,0,0,630000000
2014-07-01,35.54999923706055,37.45000076293945,35.5,37.45000076293945,5370082,0,0,630000000
2014-07-02,37.79999923706055,37.79999923706055,36.150001525878906,36.34999847412109,2626361,0,0,630000000
2014-07-03,36.29999923706055,36.79999923706055,34.54999923706055,34.70000076293945,2181130,0,0,630000000
2014-07-04,34.5,36.400001525878906,34.5,36.400001525878906,4527177,0,0,630000000
2014-07-07,36.900001525878906,38.79999923706055,36.59999847412109,38.0,8913675,0,0,630000000
2014-07-08,38.0,38.5,33.849998474121094,34.5,4648499,0,0,630000000
2014-07-09,34.5,36.09999847412109,33.54999923706055,34.099998474121094,4981309,0,0,630000000
2014-07-10,34.400001525878906,35.5,32.0,33.349998474121094,5241533,0,0,630000000
2014-07-11,33.25,35.45000076293945,30.549999237060547,31.049999237060547,8740113,0,0,630000000
2014-07-14,31.0,32.45000076293945,30.899999618530277,31.450000762939453,3150627,0,0,630000000
2014-07-15,31.899999618530277,32.599998474121094,31.600000381469727,32.150001525878906,3025879,0,0,630000000
2014-07-16,32.5,33.849998474121094,31.850000381469727,33.099998474121094,4172691,0,0,630000000
2014-07-17,32.75,33.5,32.5,32.75,2381158,0,0,630000000
2014-07-18,33.29999923706055,34.150001525878906,32.79999923706055,32.95000076293945,3333674,0,0,630000000
2014-07-21,33.70000076293945,36.09999847412109,33.650001525878906,35.099998474121094,6179282,0,0,630000000
2014-07-22,35.349998474121094,35.900001525878906,33.75,34.20000076293945,4231310,0,0,630000000
2014-07-23,34.5,34.900001525878906,33.20000076293945,33.70000076293945,2476176,0,0,630000000
2014-07-24,33.75,33.849998474121094,33.150001525878906,33.45000076293945,1057658,0,0,630000000
2014-07-25,33.29999923706055,33.54999923706055,31.25,31.700000762939453,1582972,0,0,630000000
2014-07-28,31.899999618530277,31.950000762939453,30.200000762939453,30.700000762939453,1213766,0,0,630000000
2014-07-30,30.5,31.850000381469727,30.5,31.25,1618065,0,0,630000000
2014-07-31,30.950000762939453,31.600000381469727,30.100000381469727,30.25,1242637,0,0,630000000
2014-08-01,29.799999237060547,30.700000762939453,29.200000762939453,29.450000762939453,2144755,0,0,630000000
2014-08-04,29.549999237060547,30.200000762939453,29.549999237060547,29.799999237060547,936052,0,0,630000000
2014-08-05,30.0,32.75,29.100000381469727,32.04999923706055,3983766,0,0,630000000
2014-08-06,31.649999618530277,32.349998474121094,30.649999618530277,30.950000762939453,2544947,0,0,630000000
