Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Outstanding Shares
2015-05-26,75.68048034707549,75.68048034707549,67.74087186947834,70.49822235107422,17337535,0.0,0.0,51307801.6
2015-05-27,69.97021589913527,82.10451809549656,68.44487534993314,78.77027130126953,7352380,0.0,0.0,51307801.6
2015-05-28,77.92938554097158,80.94096219529733,76.23782331766088,79.27873229980469,1615610,0.0,0.0,51307801.6
2015-05-29,79.00495820671283,79.84585312889556,75.4067124229241,78.17383575439453,681745,0.0,0.0,51307801.6
2015-06-01,75.38714645664672,80.37384346710505,75.38714645664672,78.92672729492188,1451600,0.0,0.0,51307801.6
2015-06-02,79.57207020457045,79.98274521071173,74.90804316392436,77.21561431884766,2390960,0.0,0.0,51307801.6
2015-06-03,77.7925016484451,78.22272904536284,68.73822613257289,75.38715362548828,523140,0.0,0.0,51307801.6
2015-06-04,76.27693563323555,77.01027366885083,74.76136737567055,75.25025939941406,157220,0.0,0.0,51307801.6
2015-06-05,75.25026156040934,75.30892621777518,71.81823736639882,74.20403289794922,367420,0.0,0.0,51307801.6
2015-06-08,72.35602054565437,75.08403897222588,70.42978475105762,74.02803039550781,223220,0.0,0.0,51307801.6
2015-06-09,73.05024567794489,74.69292318478506,72.27779538116704,74.18447875976562,99880,0.0,0.0,51307801.6
2015-06-10,75.2795873829435,75.2795873829435,73.3337993295059,74.54624938964844,240035,0.0,0.0,51307801.6
2015-06-11,75.08403589284684,75.68048474264799,70.79156463601569,73.25557708740234,118280,0.0,0.0,51307801.6
2015-06-12,73.33380503503525,74.21381218743576,72.66891157098826,73.53913879394531,450455,0.0,0.0,51307801.6
2015-06-15,73.19690958759824,74.80047472343948,72.85468668541867,74.29203033447266,67675,0.0,0.0,51307801.6
2015-06-16,73.57825168637869,74.38003432994721,73.04046746085693,74.20403289794922,82545,0.0,0.0,51307801.6
2015-06-17,73.36313185014895,75.09381369645746,73.0502412705762,74.30180358886719,49140,0.0,0.0,51307801.6
2015-06-18,73.52934062466059,76.80492240493153,73.52934062466059,75.88580322265625,72850,0.0,0.0,51307801.6
2015-06-19,73.33380321227678,76.01292940085989,73.33380321227678,73.93025207519531,26920,0.0,0.0,51307801.6
2015-06-22,74.4778002451028,74.4778002451028,72.37556330115655,74.08668518066406,351250,0.0,0.0,51307801.6
2015-06-23,73.92046225169976,75.69025620506694,73.33379339650755,74.39957427978516,105035,0.0,0.0,51307801.6
2015-06-24,75.0742554695617,75.0742554695617,72.56135084969404,74.15513610839844,76990,0.0,0.0,51307801.6
2015-06-25,73.3337976901903,77.6360486466614,73.3337976901903,76.3355941772461,78975,0.0,0.0,51307801.6
2015-06-26,76.85382606422513,79.98273955008722,75.54359899707256,78.14450073242188,469590,0.0,0.0,51307801.6
2015-06-29,77.63605584712823,77.63605584712823,73.33380449163869,75.26004028320312,412950,0.0,0.0,51307801.6
2015-06-30,76.21826300487776,77.16671471814328,75.54359708938286,76.14981842041016,25170,0.0,0.0,51307801.6
2015-07-01,77.81205409662039,78.41827541464262,74.89825443486491,78.10538482666016,58195,0.0,0.0,51307801.6
2015-07-02,76.65827181286186,78.41827864530923,76.26715669679565,77.23516082763672,44480,0.0,0.0,51307801.6
2015-07-03,78.99516960719387,86.63166019738408,77.5382735479167,80.21739959716797,1654065,0.0,0.0,51307801.6
2015-07-06,80.35429543004803,82.93564478637794,78.64317330203158,79.6307373046875,831505,0.0,0.0,51307801.6
2015-07-07,80.37384056931236,82.52496981188483,79.81650399635355,80.95073699951172,2154950,0.0,0.0,51307801.6
2015-07-08,81.09741401778,81.09741401778,76.51160429340939,78.48672485351562,781420,0.0,0.0,51307801.6
2015-07-09,77.44049910664067,80.17829761905658,77.44049910664067,79.2591781616211,629000,0.0,0.0,51307801.6
2015-07-10,79.39606711301586,80.07074053918551,77.83161402180436,79.50362396240234,123310,0.0,0.0,51307801.6
2015-07-13,79.22983936553115,80.16851114634893,78.8387242585487,79.8458480834961,125175,0.0,0.0,51307801.6
2015-07-14,79.21028696713712,80.17829107549605,78.77027967431928,79.8458480834961,214425,0.0,0.0,51307801.6
2015-07-15,79.20051171873564,82.79875748781004,78.41828145854097,81.2147445678711,1259160,0.0,0.0,51307801.6
2015-07-16,79.79696017798246,82.11431115673895,79.79696017798246,81.7036361694336,154845,0.0,0.0,51307801.6
2015-07-17,80.96050982262574,83.209408314427,80.96050982262574,82.68140411376953,188695,0.0,0.0,51307801.6
2015-07-20,81.40051720613343,83.835197253617,81.17562360597077,83.09208679199219,135330,0.0,0.0,51307801.6
2015-07-21,82.74009085291678,83.89387635619907,80.56940901963142,82.01652526855469,145415,0.0,0.0,51307801.6
2015-07-22,81.74273394653854,82.47607188408506,78.80938219635247,79.90450286865234,226135,0.0,0.0,51307801.6
2015-07-23,82.48586098417155,82.7205270615087,79.78717498514386,81.64496612548828,170415,0.0,0.0,51307801.6
2015-07-24,82.56407970698038,86.0449882063418,80.66717644344544,84.29475402832031,344595,0.0,0.0,51307801.6
2015-07-27,80.68673427172598,84.85209629724532,80.68673427172598,83.69831085205078,134080,0.0,0.0,51307801.6
2015-07-28,82.91609014205005,86.04499610745182,81.74274481009918,85.2823257446289,413255,0.0,0.0,51307801.6
2015-07-29,86.24054029818524,93.86725799417144,86.24054029818524,93.0654754638672,1417615,0.0,0.0,51307801.6
2015-07-30,92.88948561807555,93.2806007337107,90.05391035459635,91.05125427246094,295150,0.0,0.0,51307801.6
2015-07-31,93.85747769739083,93.85747769739083,91.03168272608184,91.91168975830078,510865,0.0,0.0,51307801.6
2015-08-03,92.83081468795464,94.64949351183176,90.19079343076208,91.72591400146484,98340,0.0,0.0,51307801.6
2015-08-04,92.00947129046985,92.88947836697906,89.17389624833999,90.72857666015624,77165,0.0,0.0,51307801.6
2015-08-05,88.9783440573168,91.12946587474252,88.02011245434359,89.34989929199219,183990,0.0,0.0,51307801.6
2015-08-06,88.58723168053668,92.87970297808626,88.58723168053668,90.7774658203125,69745,0.0,0.0,51307801.6
2015-08-07,89.95614476895169,95.04061953280149,88.30368711374491,94.14105987548828,163620,0.0,0.0,51307801.6
2015-08-10,89.9561270401053,94.4539319001306,89.9561270401053,91.80413818359376,507290,0.0,0.0,51307801.6
2015-08-11,94.06281609740071,94.06281609740071,88.97834237426007,91.13924407958984,67390,0.0,0.0,51307801.6
2015-08-12,89.95613807409482,89.95613807409482,85.09654985629058,87.31612396240234,127125,0.0,0.0,51307801.6
2015-08-13,88.82189640066291,88.82189640066291,84.8716555421592,87.0618896484375,97435,0.0,0.0,51307801.6
2015-08-14,86.0449961513071,95.82283662304654,85.47787961357015,93.26103973388672,1083325,0.0,0.0,51307801.6
2015-08-17,94.55172119626609,95.82284353321806,92.16593302184502,93.66194152832033,107130,0.0,0.0,51307801.6
2015-08-18,94.2583744965677,104.36865698290552,94.2583744965677,102.77487182617188,901015,0.0,0.0,51307801.6
2015-08-19,101.6895302519976,102.471760391742,99.75351475907496,101.28863525390624,631685,0.0,0.0,51307801.6
2015-08-20,99.19618900369264,101.68954131804718,94.8743852880517,99.59708404541016,457755,0.0,0.0,51307801.6
2015-08-21,95.5490560520623,97.3286226779646,94.37571074691458,95.53927612304688,218385,0.0,0.0,51307801.6
2015-08-24,87.04232923865983,93.47614981120032,83.6983097167254,84.75431823730469,342655,0.0,0.0,51307801.6
2015-08-25,87.0227842833958,88.58723734033065,79.78718050268388,86.23078155517578,467040,0.0,0.0,51307801.6
2015-08-26,87.71699497111325,89.83878429688805,83.99164060596125,89.02722930908203,346420,0.0,0.0,51307801.6
2015-08-27,89.76057373244879,95.42193649925925,87.04232795980612,94.52237701416016,223450,0.0,0.0,51307801.6
2015-08-28,96.80061962573488,97.57306990985552,93.92593217089346,95.88150024414062,160200,0.0,0.0,51307801.6
2015-08-31,96.7908412091433,98.55085548652949,92.8894849308209,97.7881851196289,59035,0.0,0.0,51307801.6
2015-09-01,94.85483044367972,95.33394252761056,91.12946823217642,93.89659881591795,86460,0.0,0.0,51307801.6
2015-09-02,94.83526733268188,95.05038100459062,92.1072490987388,94.18993377685548,31250,0.0,0.0,51307801.6
