Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2014-01-01,153.44803211601553,156.4179940279384,151.8145591068609,152.60653686523438,4014,0.0,0
2014-01-02,150.5770786522403,160.22945510158883,150.5770786522403,151.7650604248047,29547,0.0,0
2014-01-03,150.47807024542215,151.96305120179144,148.54759802334354,150.52757263183594,8238,0.0,0
2014-01-06,150.62653904139017,151.5175365412431,147.5080855569178,150.9235382080078,10339,0.0,0
2014-01-07,151.4680308065224,151.4680308065224,148.4980694181592,148.89405822753906,5259,0.0,0
2014-01-08,146.61712931016726,152.45804850260419,144.53814987909226,150.72557067871094,10548,0.0,0
2014-01-09,146.6665884082186,150.57704968694725,144.53812210456024,147.31008911132812,7911,0.0,0
2014-01-10,151.27006819323447,151.27006819323447,143.8451631618847,143.94415283203125,9322,0.0,0
2014-01-13,141.56816605641504,151.1215362548828,141.0731724688052,151.1215362548828,15419,0.0,0
2014-01-14,153.39851284663897,153.39851284663897,145.03312406994885,151.07205200195312,7348,0.0,0
2014-01-15,145.5776123841289,152.45802000605846,144.09263166978417,147.55758666992188,6009,0.0,0
2014-01-16,148.49809407532365,151.4680559568301,145.37964014214475,145.8746337890625,2354,0.0,0
2014-01-17,144.0431467986976,147.2606054041668,144.0431467986976,145.4291229248047,10353,0.0,0
2014-01-20,143.6966495732944,148.49809398797518,143.6966495732944,146.9141082763672,1417,0.0,0
2014-01-21,145.62712896080424,148.30009148603182,145.03313057475083,146.27061462402344,1726,0.0,0
2014-01-22,146.51809747360267,148.4980717637865,144.63712794033006,145.72610473632812,1370,0.0,0
2014-01-23,144.24112757213277,146.4685987034643,144.24112757213277,144.88462829589844,1181,0.0,0
2014-01-24,143.54814342008908,144.0431370180894,140.08318823408692,142.21165466308594,2246,0.0,0
2014-01-27,140.28119847390153,142.55817230271586,137.75672781817278,140.3802032470703,4793,0.0,0
2014-01-28,142.5581418301197,144.29061924819408,138.79618784395734,139.5881805419922,5024,0.0,0
2014-01-29,139.58820522324518,140.5286901095763,138.59821795215834,138.64772033691406,13770,0.0,0
2014-01-30,135.62825395312717,139.58820297365642,135.62825395312717,137.9052276611328,4529,0.0,0
2014-01-31,135.87574481703084,142.9541473388672,135.87574481703084,142.9541473388672,5330,0.0,0
2014-02-03,137.0142422892076,143.84516402252424,137.0142422892076,143.1521759033203,12246,0.0,0
2014-02-04,138.6476939698447,144.9836052574775,138.6476939698447,143.79562377929688,3659,0.0,0
2014-02-05,143.54815099449232,144.5381382427302,143.54815099449232,143.64715576171875,971,0.0,0
2014-02-06,144.04313838426992,145.28062239100763,139.68720072295554,140.627685546875,5366,0.0,0
2014-02-07,140.97417799373713,144.53813812694105,140.97417799373713,142.607666015625,6192,0.0,0
2014-02-10,142.1126651050666,149.48806669915487,142.1126651050666,148.20108032226562,8438,0.0,0
2014-02-11,153.20052641755217,155.18050091083234,140.8256858345512,141.56817626953125,10581,0.0,0
2014-02-12,140.57818878924047,144.3896457248725,139.34070473299715,139.48919677734375,4119,0.0,0
2014-02-13,139.39020627311294,139.39020627311294,134.63826450468738,137.16273498535156,9790,0.0,0
2014-02-14,130.8763174631012,135.57875711741616,130.72782541115734,133.64828491210938,3911,0.0,0
2014-02-17,131.22283198586655,138.05373895633505,131.22283198586655,131.86631774902344,2177,0.0,0
2014-02-18,137.11324339674331,137.11324339674331,132.36130125421062,133.59878540039062,1889,0.0,0
2014-02-19,132.65830051197725,135.62826246373794,131.66831319472368,134.63827514648438,1741,0.0,0
2014-02-20,139.4891900151785,139.4891900151785,128.84682764740708,132.31178283691406,2275,0.0,0
2014-02-21,132.65830051197725,138.10323075687185,132.16330685335046,134.63827514648438,5013,0.0,0
2014-02-24,137.85573237365818,137.9052347601644,131.76731648358006,133.10379028320312,6782,0.0,0
2014-02-25,138.053735699131,139.73671120661032,134.78677435754855,138.15274047851562,17452,0.0,0
2014-02-26,134.88577632802287,140.4791988085798,134.88577632802287,138.20223999023438,8770,0.0,0
2014-02-28,134.88576712189715,139.588206709633,134.78676235133145,139.14271545410156,6074,0.0,0
2014-03-03,133.6482802607495,143.44914810413505,133.6482802607495,139.1922149658203,28037,0.0,0
2014-03-04,140.57819643188327,146.12213134765625,140.08320278247524,146.12213134765625,13250,0.0,0
2014-03-05,152.45802897407265,153.3985137939453,152.45802897407265,153.3985137939453,3344,0.0,0
2014-03-06,161.02142333984372,161.02142333984372,161.02142333984372,161.02142333984375,10011,0.0,0
2014-03-07,168.29781895454803,168.29781895454803,152.6065162625601,154.7845001220703,48120,0.0,0
2014-03-10,144.73614169645572,163.94190457348398,144.73614169645572,160.1304473876953,26256,0.0,0
2014-03-11,166.31786890414796,168.09984909217965,160.57593945649373,165.57537841796875,47930,0.0,0
2014-03-12,165.52585117459438,166.31784392878967,159.3879337650901,160.5264129638672,39961,0.0,0
2014-03-13,160.22944414586397,171.069801626565,156.51699191918507,169.6343231201172,155680,0.0,0
2014-03-14,169.48582297916687,171.11931109008796,158.39796822464334,163.79339599609375,127751,0.0,0
2014-03-18,164.33789092998597,173.14877181093775,164.33789092998597,171.6143035888672,93077,0.0,0
2014-03-19,173.24775852415917,178.59368331621664,166.8623441597556,168.79281616210938,90651,0.0,0
2014-03-20,171.21829105821556,178.1977041589768,169.28781895102796,174.88124084472656,127588,0.0,0
2014-03-21,174.88124888369694,176.66322902840238,168.84233547320443,174.48526000976562,58916,0.0,0
2014-03-24,175.52472880121854,178.19769114722584,170.42628579645853,176.6632080078125,54255,0.0,0
2014-03-25,178.197686250486,182.0586300768445,171.76276980255176,174.13873291015625,57830,0.0,0
2014-03-26,173.2972674708732,176.21772677544476,170.37680816630166,174.9307403564453,48969,0.0,0
2014-03-27,173.34676484360048,173.34676484360048,167.55533367848537,169.28781127929688,81754,0.0,0
