Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2014-01-01,161.43941114743302,162.28858987041224,158.51443661761195,158.8446807861328,5020,0.0,0.0
2014-01-02,160.8733410761474,163.65677723584335,158.8447387217734,160.04774475097656,9162,0.0,0.0
2014-01-03,158.9862320797651,161.32149555022428,158.1842186219446,159.7646484375,4906,0.0,0.0
2014-01-06,158.70320917384373,161.34512045846319,158.04273495200343,158.67962646484375,6100,0.0,0.0
2014-01-07,158.9862340508703,169.6954015692818,158.75034943061678,165.59100341796875,29494,0.0,0.0
2014-01-08,162.78398279830935,172.1722029012132,161.81686154216374,162.9727020263672,26132,0.0,0.0
2014-01-09,161.93482187261026,165.02490521280592,160.9441034041348,163.6803741455078,6498,0.0,0.0
2014-01-10,163.7039431070468,167.8555070868821,162.35939775539072,166.01560974121094,19656,0.0,0.0
2014-01-13,166.0155746801766,167.80830623619423,161.48658758767564,163.25572204589844,4968,0.0,0.0
2014-01-14,163.4680461083066,165.0956557894991,162.05273834979312,162.99627685546875,1838,0.0,0.0
2014-01-15,161.15638548738252,165.284366599266,161.15638548738252,162.5009307861328,7256,0.0,0.0
2014-01-16,162.80759965832112,162.80759965832112,161.3922916596639,162.2886505126953,2722,0.0,0.0
2014-01-17,163.49162543407454,163.49162543407454,160.89689459707736,162.24143981933594,3978,0.0,0.0
2014-01-20,162.2414616108282,164.64748795320605,155.68387113053868,163.75112915039062,7452,0.0,0.0
2014-01-21,161.34509678766273,166.95914844556,161.34509678766273,165.9212646484375,6320,0.0,0.0
2014-01-22,166.0627782026114,167.00631671512625,161.392265445114,161.46302795410156,9574,0.0,0.0
2014-01-23,162.28867367015164,163.2322124705595,159.85906413855332,160.40159606933594,2186,0.0,0.0
2014-01-24,160.4015231289858,163.7039074287002,158.04267720061833,161.25070190429688,4290,0.0,0.0
2014-01-27,161.34506377589634,161.34506377589634,153.3721673050176,156.46224975585938,6506,0.0,0.0
2014-01-28,153.7967893326282,164.64748305854985,151.9097121629027,157.02841186523438,33156,0.0,0.0
2014-01-29,156.20282066007096,158.46730757814493,156.15564084984928,156.53305053710938,3594,0.0,0.0
2014-01-30,154.17415228806976,157.05194697929042,153.32497357792357,156.6981201171875,14278,0.0,0.0
