Date,Capital
2014-01-04,50000.0
2014-01-05,50000.0
2014-01-06,49868.120405476526
2014-01-07,49522.99666403197
2014-01-08,49551.19912574014
2014-01-09,49115.657425934114
2014-01-10,48367.781285959405
2014-01-11,48367.781285959405
2014-01-12,48367.781285959405
2014-01-13,47825.55654486039
2014-01-14,47016.339743246055
2014-01-15,46878.78636577076
2014-01-16,46735.40411115452
2014-01-17,45818.27220784223
2014-01-18,45818.27220784224
2014-01-19,45818.27220784224
2014-01-20,47061.750918082485
2014-01-21,47094.89729882696
2014-01-22,46970.020405932766
2014-01-23,46923.52065854137
2014-01-24,46263.44620863008
2014-01-25,46263.44620863007
2014-01-26,46263.44620863007
2014-01-27,44915.539537687204
2014-01-28,44730.2519956639
2014-01-29,44922.410816241936
2014-01-30,44581.865114175685
2014-01-31,44568.16033203189
2014-02-01,44568.160332031905
2014-02-02,44568.160332031905
2014-02-03,44404.50946512061
2014-02-04,44583.74298223162
2014-02-05,44858.208434591055
2014-02-06,44172.55057177713
2014-02-07,44451.2032528886
2014-02-08,44451.20325288859
2014-02-09,44451.20325288859
2014-02-10,44210.762885367316
2014-02-11,44299.106814175786
2014-02-12,44054.85571138799
2014-02-13,43355.50681756321
2014-02-14,43284.329931063345
2014-02-15,43284.32993106334
2014-02-16,43284.32993106334
2014-02-17,43103.133234918634
2014-02-18,43225.04821187039
2014-02-19,43335.17656962346
2014-02-20,43008.27262828224
2014-02-21,43428.579289067085
2014-02-22,43428.57928906708
2014-02-23,43428.57928906708
2014-02-24,43925.63680458537
2014-02-25,44200.28156242933
2014-02-26,44203.564344228536
2014-02-27,44203.56434422856
2014-02-28,44427.31501489045
2014-03-01,44427.315014890475
2014-03-02,44427.315014890475
2014-03-03,43980.90776784669
2014-03-04,44914.64429279584
2014-03-05,45312.98979814992
2014-03-06,45751.93691931448
2014-03-07,45038.96193979012
2014-03-08,45038.96193979012
2014-03-09,45038.96193979012
2014-03-10,45108.19935836848
2014-03-11,45253.43570055745
2014-03-12,45630.81199222247
2014-03-13,45655.96266997874
2014-03-14,45998.19053679652
2014-03-15,45998.19053679653
2014-03-16,45998.19053679653
2014-03-17,45998.19053679653
2014-03-18,46250.74829656417
2014-03-19,45703.81463429585
2014-03-20,45643.57600900835
2014-03-21,45506.206959503026
2014-03-22,45506.206959503026
2014-03-23,45506.206959503026
2014-03-24,45133.74965390794
2014-03-25,45435.17528576016
2014-03-26,45889.56813515808
2014-03-27,45835.830964516375
2014-03-28,45911.40407202321
2014-03-29,45911.40407202321
2014-03-30,45911.40407202321
2014-03-31,46560.61199638059
2014-04-01,46682.8376126114
2014-04-02,47306.11120634587
2014-04-03,47035.54181633108
2014-04-04,46501.69575107773
2014-04-05,46501.69575107772
2014-04-06,46501.69575107772
2014-04-07,46504.1903663026
2014-04-08,46504.190366302595
2014-04-09,46864.978161297404
2014-04-10,46447.18252247368
2014-04-11,46612.24700277945
2014-04-12,46612.247002779455
2014-04-13,46612.247002779455
2014-04-14,46612.247002779455
2014-04-15,46745.22981845657
2014-04-16,46054.58084489118
2014-04-17,47166.02557296816
2014-04-18,47166.02557296816
2014-04-19,47166.02557296816
2014-04-20,47166.02557296816
2014-04-21,47709.96974719416
2014-04-22,47776.09503062585
2014-04-23,48219.08015091922
2014-04-24,48219.0801509192
2014-04-25,48431.13308724517
2014-04-26,48431.13308724517
2014-04-27,48431.13308724517
2014-04-28,48898.8505275393
2014-04-29,49019.64791525416
2014-04-30,48104.475219497486
2014-05-01,48104.47521949748
2014-05-02,47667.237251089144
2014-05-03,47667.23725108915
2014-05-04,47667.23725108915
2014-05-05,47975.68324491847
2014-05-06,47729.93618086559
2014-05-07,47560.86397010044
2014-05-08,47099.175372165664
2014-05-09,48201.32775968916
2014-05-10,48201.32775968916
2014-05-11,48201.32775968916
2014-05-12,47607.822443370336
2014-05-13,47714.023121657585
2014-05-14,48059.73436585143
2014-05-15,46770.64981019744
2014-05-16,46662.87684321877
2014-05-17,46662.876843218764
2014-05-18,46662.876843218764
2014-05-19,46930.032190704565
2014-05-20,47906.83805767906
2014-05-21,48047.76029946799
2014-05-22,48079.79243075843
