Date,Rate,Open,High,Low,Percentage Change
"Sep 14, 2016",7.08,7.08,7.08,7.08,-0.0004
"Sep 12, 2016",7.083,7.083,7.083,7.083,0.0037
"Sep 09, 2016",7.057,7.057,7.057,7.057,0.0021
"Sep 08, 2016",7.042,7.042,7.042,7.042,-0.0018
"Sep 07, 2016",7.055,7.055,7.055,7.055,-0.0059
"Sep 06, 2016",7.097,7.097,7.097,7.097,-0.0031
"Sep 02, 2016",7.119,7.119,7.119,7.119,0.0001
"Sep 01, 2016",7.118,7.118,7.118,7.118,0.0011
"Aug 31, 2016",7.11,7.11,7.11,7.11,0.0004
"Aug 30, 2016",7.107,7.107,7.107,7.107,-0.002
"Aug 29, 2016",7.121,7.121,7.121,7.121,-0.0008
"Aug 26, 2016",7.127,7.127,7.127,7.127,0.0007
"Aug 25, 2016",7.122,7.122,7.122,7.122,-0.0017
"Aug 24, 2016",7.134,7.134,7.134,7.134,-0.0034
"Aug 23, 2016",7.158,7.158,7.158,7.158,0.0003
"Aug 22, 2016",7.156,7.156,7.156,7.156,0.008
"Aug 19, 2016",7.099,7.099,7.099,7.099,-0.0057
"Aug 18, 2016",7.14,7.14,7.14,7.14,0.0051
"Aug 16, 2016",7.104,7.104,7.104,7.104,0.0001
"Aug 14, 2016",7.103,7.103,7.103,7.103,0
"Aug 13, 2016",7.103,7.103,7.103,7.103,0.0003
"Aug 12, 2016",7.101,7.101,7.101,7.101,0.0025
"Aug 11, 2016",7.083,7.083,7.083,7.083,-0.0025
"Aug 10, 2016",7.101,7.101,7.101,7.101,-0.0032
"Aug 09, 2016",7.124,7.124,7.124,7.124,-0.0068
"Aug 08, 2016",7.173,7.173,7.173,7.173,0.0007
"Aug 06, 2016",7.168,7.168,7.168,7.168,0.0003
"Aug 05, 2016",7.166,7.166,7.166,7.166,-0.0004
"Aug 04, 2016",7.169,7.169,7.169,7.169,-0.0035
"Aug 03, 2016",7.194,7.194,7.194,7.194,0.0028
"Aug 02, 2016",7.174,7.174,7.174,7.174,0.0049
"Aug 01, 2016",7.139,7.139,7.139,7.139,-0.0034
"Jul 29, 2016",7.163,7.163,7.163,7.163,-0.0031
"Jul 28, 2016",7.185,7.185,7.185,7.185,-0.009
"Jul 27, 2016",7.25,7.25,7.25,7.25,-0.0003
"Jul 26, 2016",7.252,7.252,7.252,7.252,0.0006
"Jul 25, 2016",7.248,7.248,7.248,7.248,-0.0001
"Jul 22, 2016",7.249,7.249,7.249,7.249,-0.0017
"Jul 21, 2016",7.261,7.261,7.261,7.261,-0.0012
"Jul 20, 2016",7.27,7.27,7.27,7.27,-0.0014
"Jul 19, 2016",7.28,7.28,7.28,7.28,-0.0019
"Jul 18, 2016",7.294,7.294,7.294,7.294,0.003
"Jul 15, 2016",7.272,7.272,7.272,7.272,-0.0018
"Jul 14, 2016",7.285,7.285,7.285,7.285,0.0001
"Jul 13, 2016",7.284,7.284,7.284,7.284,-0.0072
"Jul 12, 2016",7.337,7.337,7.337,7.337,-0.0064
"Jul 11, 2016",7.384,7.384,7.384,7.384,0
"Jul 08, 2016",7.384,7.384,7.384,7.384,0.0004
"Jul 07, 2016",7.381,7.381,7.381,7.381,-0.0018
"Jul 05, 2016",7.394,7.394,7.394,7.394,-0.0042
"Jul 04, 2016",7.425,7.425,7.425,7.425,0.0008
"Jul 01, 2016",7.419,7.419,7.419,7.419,-0.0039
"Jun 30, 2016",7.448,7.448,7.448,7.448,0.0005
"Jun 29, 2016",7.444,7.444,7.444,7.444,-0.0012
"Jun 28, 2016",7.453,7.453,7.453,7.453,-0.0008
"Jun 27, 2016",7.459,7.459,7.459,7.459,-0.0019
"Jun 24, 2016",7.473,7.473,7.473,7.473,-0.0008
"Jun 23, 2016",7.479,7.479,7.479,7.479,0.0004
"Jun 22, 2016",7.476,7.476,7.476,7.476,-0.0029
"Jun 21, 2016",7.498,7.498,7.498,7.498,0.0005
"Jun 20, 2016",7.494,7.494,7.494,7.494,-0.0009
"Jun 17, 2016",7.501,7.501,7.501,7.501,-0.0004
"Jun 16, 2016",7.504,7.504,7.504,7.504,-0.0017
"Jun 15, 2016",7.517,7.517,7.517,7.517,0
"Jun 14, 2016",7.517,7.517,7.517,7.517,-0.0011
"Jun 13, 2016",7.525,7.525,7.525,7.525,0.0045
"Jun 10, 2016",7.491,7.491,7.491,7.491,0.0007
"Jun 09, 2016",7.486,7.486,7.486,7.486,-0.0003
"Jun 08, 2016",7.488,7.488,7.488,7.488,0.0008
"Jun 07, 2016",7.482,7.482,7.482,7.482,0.0009
"Jun 06, 2016",7.475,7.475,7.475,7.475,-0.0017
"Jun 03, 2016",7.488,7.488,7.488,7.488,0.0003
"Jun 02, 2016",7.486,7.486,7.486,7.486,0
"Jun 01, 2016",7.486,7.486,7.486,7.486,0.002
"May 31, 2016",7.471,7.471,7.471,7.471,0.0015
"May 30, 2016",7.46,7.46,7.46,7.46,-0.0015
"May 28, 2016",7.471,7.471,7.471,7.471,0.0001
"May 27, 2016",7.47,7.47,7.47,7.47,0.0001
"May 26, 2016",7.469,7.469,7.469,7.469,0.0008
"May 25, 2016",7.463,7.463,7.463,7.463,-0.0004
"May 24, 2016",7.466,7.466,7.466,7.466,0.0003
"May 23, 2016",7.464,7.464,7.464,7.464,-0.0016
"May 20, 2016",7.476,7.476,7.476,7.476,0.0008
"May 19, 2016",7.47,7.47,7.47,7.47,-0.0005
"May 18, 2016",7.474,7.474,7.474,7.474,0.003
"May 17, 2016",7.452,7.452,7.452,7.452,0
"May 16, 2016",7.452,7.452,7.452,7.452,0.0005
"May 13, 2016",7.448,7.448,7.448,7.448,0.0035
"May 12, 2016",7.422,7.422,7.422,7.422,-0.0008
"May 11, 2016",7.428,7.428,7.428,7.428,0
"May 10, 2016",7.428,7.428,7.428,7.428,0.0004
"May 09, 2016",7.425,7.425,7.425,7.425,-0.0013
"May 06, 2016",7.435,7.435,7.435,7.435,0
"May 05, 2016",7.435,7.435,7.435,7.435,0.0004
"May 04, 2016",7.432,7.432,7.432,7.432,-0.0013
"May 03, 2016",7.442,7.442,7.442,7.442,0.0004
"May 02, 2016",7.439,7.439,7.439,7.439,0.0005
"Apr 29, 2016",7.435,7.435,7.435,7.435,-0.0011
"Apr 28, 2016",7.443,7.443,7.443,7.443,-0.0023
"Apr 27, 2016",7.46,7.46,7.46,7.46,-0.0012
"Apr 26, 2016",7.469,7.469,7.469,7.469,-0.0001
"Apr 25, 2016",7.47,7.47,7.47,7.47,0.0019
"Apr 22, 2016",7.456,7.456,7.456,7.456,-0.0023
"Apr 21, 2016",7.473,7.473,7.473,7.473,0.0048
"Apr 20, 2016",7.437,7.437,7.437,7.437,0.0027
"Apr 18, 2016",7.417,7.417,7.417,7.417,-0.0024
"Apr 13, 2016",7.435,7.435,7.435,7.435,0.0024
"Apr 12, 2016",7.417,7.417,7.417,7.417,0.0003
"Apr 11, 2016",7.415,7.415,7.415,7.415,-0.0043
"Apr 07, 2016",7.447,7.447,7.447,7.447,-0.0017
"Apr 06, 2016",7.46,7.46,7.46,7.46,-0.0003
"Apr 05, 2016",7.462,7.462,7.462,7.462,0.0073
"Apr 04, 2016",7.408,7.408,7.408,7.408,-0.0068
"Mar 31, 2016",7.459,7.459,7.459,7.459,-0.0049
"Mar 30, 2016",7.496,7.496,7.496,7.496,-0.0024
"Mar 29, 2016",7.514,7.514,7.514,7.514,0.0021
"Mar 28, 2016",7.498,7.498,7.498,7.498,-0.0012
"Mar 23, 2016",7.507,7.507,7.507,7.507,0.0004
"Mar 22, 2016",7.504,7.504,7.504,7.504,0
"Mar 21, 2016",7.504,7.504,7.504,7.504,-0.0021
"Mar 18, 2016",7.52,7.52,7.52,7.52,0.0011
"Mar 17, 2016",7.512,7.512,7.512,7.512,-0.0078
"Mar 16, 2016",7.571,7.571,7.571,7.571,-0.0012
"Mar 15, 2016",7.58,7.58,7.58,7.58,-0.0025
"Mar 14, 2016",7.599,7.599,7.599,7.599,-0.0037
"Mar 11, 2016",7.627,7.627,7.627,7.627,-0.001
"Mar 10, 2016",7.635,7.635,7.635,7.635,-0.0025
"Mar 09, 2016",7.654,7.654,7.654,7.654,0.0016
"Mar 08, 2016",7.642,7.642,7.642,7.642,0.0012
"Mar 04, 2016",7.633,7.633,7.633,7.633,-0.0033
"Mar 03, 2016",7.658,7.658,7.658,7.658,0.0046
"Mar 02, 2016",7.623,7.623,7.623,7.623,0.0025
"Mar 01, 2016",7.604,7.604,7.604,7.604,-0.0025
"Feb 29, 2016",7.623,7.623,7.623,7.623,-0.0201
"Feb 26, 2016",7.779,7.779,7.779,7.779,-0.0104
"Feb 25, 2016",7.861,7.861,7.861,7.861,0.0037
"Feb 24, 2016",7.832,7.832,7.832,7.832,0.0013
"Feb 23, 2016",7.822,7.822,7.822,7.822,0.0063
"Feb 22, 2016",7.773,7.773,7.773,7.773,0.0045
"Feb 18, 2016",7.738,7.738,7.738,7.738,-0.0062
"Feb 17, 2016",7.786,7.786,7.786,7.786,0.0008
"Feb 16, 2016",7.78,7.78,7.78,7.78,0.0034
"Feb 15, 2016",7.754,7.754,7.754,7.754,0.004
"Feb 14, 2016",7.723,7.723,7.723,7.723,0
"Feb 12, 2016",7.723,7.723,7.723,7.723,0.0009
"Feb 11, 2016",7.716,7.716,7.716,7.716,-0.0008
"Feb 10, 2016",7.722,7.722,7.722,7.722,-0.0021
"Feb 09, 2016",7.738,7.738,7.738,7.738,0.0017
"Feb 08, 2016",7.725,7.725,7.725,7.725,-0.0124
"Feb 05, 2016",7.822,7.822,7.822,7.822,-0.0017
"Feb 04, 2016",7.835,7.835,7.835,7.835,-0.0018
"Feb 03, 2016",7.849,7.849,7.849,7.849,0
"Feb 02, 2016",7.849,7.849,7.849,7.849,0.0073
"Feb 01, 2016",7.792,7.792,7.792,7.792,0.0017
"Jan 29, 2016",7.779,7.779,7.779,7.779,-0.0033
"Jan 28, 2016",7.805,7.805,7.805,7.805,0.0022
"Jan 27, 2016",7.788,7.788,7.788,7.788,-0.0022
"Jan 25, 2016",7.805,7.805,7.805,7.805,0.0039
"Jan 22, 2016",7.775,7.775,7.775,7.775,0.0035
"Jan 21, 2016",7.748,7.748,7.748,7.748,-0.0008
"Jan 20, 2016",7.754,7.754,7.754,7.754,-0.0033
"Jan 19, 2016",7.78,7.78,7.78,7.78,-0.004
"Jan 18, 2016",7.811,7.811,7.811,7.811,0.0006
"Jan 15, 2016",7.806,7.806,7.806,7.806,0.0026
"Jan 14, 2016",7.786,7.786,7.786,7.786,0.0027
"Jan 13, 2016",7.765,7.765,7.765,7.765,0.0008
"Jan 12, 2016",7.759,7.759,7.759,7.759,0.0006
"Jan 11, 2016",7.754,7.754,7.754,7.754,0.0017
"Jan 10, 2016",7.741,7.741,7.741,7.741,0
"Jan 08, 2016",7.741,7.741,7.741,7.741,0.0006
"Jan 07, 2016",7.736,7.736,7.736,7.736,0
"Jan 06, 2016",7.736,7.736,7.736,7.736,-0.0004
"Jan 05, 2016",7.739,7.739,7.739,7.739,0.0021
"Jan 04, 2016",7.723,7.723,7.723,7.723,-0.0005
"Jan 01, 2016",7.727,7.727,7.727,7.727,-0.004
"Dec 31, 2015",7.758,7.758,7.758,7.758,0.0012
"Dec 30, 2015",7.749,7.749,7.749,7.749,-0.0008
"Dec 29, 2015",7.755,7.755,7.755,7.755,-0.0001
"Dec 28, 2015",7.756,7.756,7.756,7.756,0.0009
"Dec 23, 2015",7.749,7.749,7.749,7.749,-0.0009
"Dec 22, 2015",7.756,7.756,7.756,7.756,-0.0022
"Dec 21, 2015",7.773,7.773,7.773,7.773,0.0062
"Dec 18, 2015",7.725,7.725,7.725,7.725,0.0022
"Dec 17, 2015",7.708,7.708,7.708,7.708,-0.0034
"Dec 16, 2015",7.734,7.734,7.734,7.734,-0.0068
"Dec 15, 2015",7.787,7.787,7.787,7.787,-0.0037
"Dec 14, 2015",7.816,7.816,7.816,7.816,0.0055
"Dec 11, 2015",7.773,7.773,7.773,7.773,-0.0009
"Dec 10, 2015",7.78,7.78,7.78,7.78,0.0004
"Dec 09, 2015",7.777,7.777,7.777,7.777,-0.0023
"Dec 08, 2015",7.795,7.795,7.795,7.795,0.0053
"Dec 07, 2015",7.754,7.754,7.754,7.754,-0.0004
"Dec 04, 2015",7.757,7.757,7.757,7.757,0.0058
"Dec 03, 2015",7.712,7.712,7.712,7.712,-0.0039
"Dec 02, 2015",7.742,7.742,7.742,7.742,0.0028
"Dec 01, 2015",7.72,7.72,7.72,7.72,-0.0085
"Nov 30, 2015",7.786,7.786,7.786,7.786,0.0026
"Nov 27, 2015",7.766,7.766,7.766,7.766,0.006
"Nov 26, 2015",7.72,7.72,7.72,7.72,0.0022
"Nov 24, 2015",7.703,7.703,7.703,7.703,-0.0016
"Nov 23, 2015",7.715,7.715,7.715,7.715,0.0023
"Nov 22, 2015",7.697,7.697,7.697,7.697,0
"Nov 20, 2015",7.697,7.697,7.697,7.697,0.0033
"Nov 19, 2015",7.672,7.672,7.672,7.672,-0.0009
"Nov 18, 2015",7.679,7.679,7.679,7.679,0.0016
"Nov 17, 2015",7.667,7.667,7.667,7.667,0.002
"Nov 16, 2015",7.652,7.652,7.652,7.652,0.0008
"Nov 13, 2015",7.646,7.646,7.646,7.646,-0.0047
"Nov 10, 2015",7.682,7.682,7.682,7.682,-0.0056
"Nov 09, 2015",7.725,7.725,7.725,7.725,0.0052
"Nov 06, 2015",7.685,7.685,7.685,7.685,0.0008
"Nov 05, 2015",7.679,7.679,7.679,7.679,0.0035
"Nov 04, 2015",7.652,7.652,7.652,7.652,0.0008
"Nov 03, 2015",7.646,7.646,7.646,7.646,0.0022
"Nov 02, 2015",7.629,7.629,7.629,7.629,-0.0014
"Oct 30, 2015",7.64,7.64,7.64,7.64,0.0014
"Oct 29, 2015",7.629,7.629,7.629,7.629,0.005
"Oct 28, 2015",7.591,7.591,7.591,7.591,-0.0017
"Oct 27, 2015",7.604,7.604,7.604,7.604,-0.0009
"Oct 26, 2015",7.611,7.611,7.611,7.611,0.0034
"Oct 23, 2015",7.585,7.585,7.585,7.585,0.0003
"Oct 21, 2015",7.583,7.583,7.583,7.583,0.0005
"Oct 20, 2015",7.579,7.579,7.579,7.579,0.0011
"Oct 19, 2015",7.571,7.571,7.571,7.571,0.0008
"Oct 18, 2015",7.565,7.565,7.565,7.565,0.0001
"Oct 16, 2015",7.564,7.564,7.564,7.564,0.0021
"Oct 15, 2015",7.548,7.548,7.548,7.548,-0.0008
"Oct 14, 2015",7.554,7.554,7.554,7.554,-0.0008
"Oct 13, 2015",7.56,7.56,7.56,7.56,-0.0026
"Oct 12, 2015",7.58,7.58,7.58,7.58,0.0046
"Oct 09, 2015",7.545,7.545,7.545,7.545,0.0012
"Oct 08, 2015",7.536,7.536,7.536,7.536,-0.0005
"Oct 07, 2015",7.54,7.54,7.54,7.54,0.0017
"Oct 06, 2015",7.527,7.527,7.527,7.527,0.0019
"Oct 05, 2015",7.513,7.513,7.513,7.513,-0.0066
"Oct 03, 2015",7.563,7.563,7.563,7.563,0.0003
"Oct 01, 2015",7.561,7.561,7.561,7.561,0.0029
"Sep 30, 2015",7.539,7.539,7.539,7.539,-0.0095
"Sep 29, 2015",7.611,7.611,7.611,7.611,-0.0148
"Sep 28, 2015",7.725,7.725,7.725,7.725,0.0012
"Sep 27, 2015",7.716,7.716,7.716,7.716,0.0001
"Sep 24, 2015",7.715,7.715,7.715,7.715,0
"Sep 23, 2015",7.715,7.715,7.715,7.715,0
"Sep 22, 2015",7.715,7.715,7.715,7.715,0.0016
"Sep 21, 2015",7.703,7.703,7.703,7.703,0.0008
"Sep 18, 2015",7.697,7.697,7.697,7.697,-0.0072
"Sep 16, 2015",7.753,7.753,7.753,7.753,-0.0004
"Sep 15, 2015",7.756,7.756,7.756,7.756,0.0001
"Sep 14, 2015",7.755,7.755,7.755,7.755,-0.0021
"Sep 11, 2015",7.771,7.771,7.771,7.771,-0.0001
"Sep 10, 2015",7.772,7.772,7.772,7.772,0.0008
"Sep 09, 2015",7.766,7.766,7.766,7.766,-0.0006
"Sep 08, 2015",7.771,7.771,7.771,7.771,-0.0038
"Sep 07, 2015",7.801,7.801,7.801,7.801,0.0062
"Sep 04, 2015",7.753,7.753,7.753,7.753,0.0009
"Sep 03, 2015",7.746,7.746,7.746,7.746,-0.0005
"Sep 02, 2015",7.75,7.75,7.75,7.75,-0.0001
"Sep 01, 2015",7.751,7.751,7.751,7.751,-0.0042
"Aug 31, 2015",7.784,7.784,7.784,7.784,0.0009
"Aug 28, 2015",7.777,7.777,7.777,7.777,0.0014
"Aug 27, 2015",7.766,7.766,7.766,7.766,-0.0032
"Aug 26, 2015",7.791,7.791,7.791,7.791,-0.0029
"Aug 25, 2015",7.814,7.814,7.814,7.814,-0.01
"Aug 24, 2015",7.893,7.893,7.893,7.893,0.014
"Aug 21, 2015",7.784,7.784,7.784,7.784,0.0048
"Aug 20, 2015",7.747,7.747,7.747,7.747,0.0008
"Aug 19, 2015",7.741,7.741,7.741,7.741,-0.0004
"Aug 17, 2015",7.744,7.744,7.744,7.744,-0.0001
"Aug 14, 2015",7.745,7.745,7.745,7.745,0.0001
"Aug 13, 2015",7.744,7.744,7.744,7.744,-0.0067
"Aug 12, 2015",7.796,7.796,7.796,7.796,0
"Aug 11, 2015",7.796,7.796,7.796,7.796,0.001
"Aug 10, 2015",7.788,7.788,7.788,7.788,-0.0027
"Aug 07, 2015",7.809,7.809,7.809,7.809,0.0004
"Aug 06, 2015",7.806,7.806,7.806,7.806,-0.0038
"Aug 05, 2015",7.836,7.836,7.836,7.836,-0.0005
"Aug 04, 2015",7.84,7.84,7.84,7.84,0.0035
"Aug 03, 2015",7.813,7.813,7.813,7.813,0.0009
"Jul 31, 2015",7.806,7.806,7.806,7.806,-0.0019
"Jul 30, 2015",7.821,7.821,7.821,7.821,0.0015
"Jul 29, 2015",7.809,7.809,7.809,7.809,0.0005
"Jul 28, 2015",7.805,7.805,7.805,7.805,-0.0029
"Jul 27, 2015",7.828,7.828,7.828,7.828,-0.0003
"Jul 24, 2015",7.83,7.83,7.83,7.83,0.0035
"Jul 23, 2015",7.803,7.803,7.803,7.803,-0.0032
"Jul 22, 2015",7.828,7.828,7.828,7.828,-0.001
"Jul 21, 2015",7.836,7.836,7.836,7.836,-0.0005
"Jul 20, 2015",7.84,7.84,7.84,7.84,0.0011
"Jul 18, 2015",7.831,7.831,7.831,7.831,0.0001
"Jul 17, 2015",7.83,7.83,7.83,7.83,-0.0019
"Jul 16, 2015",7.845,7.845,7.845,7.845,0.0008
"Jul 15, 2015",7.839,7.839,7.839,7.839,0.002
"Jul 14, 2015",7.823,7.823,7.823,7.823,-0.0056
"Jul 13, 2015",7.867,7.867,7.867,7.867,0.0083
"Jul 10, 2015",7.802,7.802,7.802,7.802,0.0013
"Jul 09, 2015",7.792,7.792,7.792,7.792,0.0014
"Jul 08, 2015",7.781,7.781,7.781,7.781,0.0001
"Jul 07, 2015",7.78,7.78,7.78,7.78,0.0035
"Jul 06, 2015",7.753,7.753,7.753,7.753,-0.0059
"Jul 03, 2015",7.799,7.799,7.799,7.799,-0.0015
"Jul 02, 2015",7.811,7.811,7.811,7.811,-0.0008
"Jul 01, 2015",7.817,7.817,7.817,7.817,-0.0056
"Jun 30, 2015",7.861,7.861,7.861,7.861,-0.0032
"Jun 29, 2015",7.886,7.886,7.886,7.886,0.0083
"Jun 26, 2015",7.821,7.821,7.821,7.821,-0.0003
"Jun 25, 2015",7.823,7.823,7.823,7.823,0.0024
"Jun 24, 2015",7.804,7.804,7.804,7.804,0.0072
"Jun 23, 2015",7.748,7.748,7.748,7.748,0.0016
"Jun 22, 2015",7.736,7.736,7.736,7.736,0.0036
"Jun 19, 2015",7.708,7.708,7.708,7.708,-0.0071
"Jun 18, 2015",7.763,7.763,7.763,7.763,-0.0106
"Jun 17, 2015",7.846,7.846,7.846,7.846,-0.0046
"Jun 16, 2015",7.882,7.882,7.882,7.882,0.0024
"Jun 15, 2015",7.863,7.863,7.863,7.863,-0.0029
"Jun 12, 2015",7.886,7.886,7.886,7.886,0.0009
"Jun 11, 2015",7.879,7.879,7.879,7.879,0.0069
"Jun 10, 2015",7.825,7.825,7.825,7.825,0.0046
"Jun 09, 2015",7.789,7.789,7.789,7.789,-0.0015
"Jun 08, 2015",7.801,7.801,7.801,7.801,-0.0228
"Jun 07, 2015",7.983,7.983,7.983,7.983,0
"Jun 05, 2015",7.983,7.983,7.983,7.983,-0.0034
"Jun 04, 2015",8.01,8.01,8.01,8.01,0.0074
"Jun 03, 2015",7.951,7.951,7.951,7.951,0.0023
"Jun 02, 2015",7.933,7.933,7.933,7.933,0.0142
"Jun 01, 2015",7.822,7.822,7.822,7.822,0.0008
"May 30, 2015",7.816,7.816,7.816,7.816,0.0001
"May 29, 2015",7.815,7.815,7.815,7.815,-0.005
"May 28, 2015",7.854,7.854,7.854,7.854,-0.0018
"May 27, 2015",7.868,7.868,7.868,7.868,-0.0029
"May 26, 2015",7.891,7.891,7.891,7.891,0.0034
"May 25, 2015",7.864,7.864,7.864,7.864,0.0008
"May 22, 2015",7.858,7.858,7.858,7.858,-0.0023
"May 21, 2015",7.876,7.876,7.876,7.876,0.0027
"May 20, 2015",7.855,7.855,7.855,7.855,-0.0004
"May 19, 2015",7.858,7.858,7.858,7.858,-0.0051
"May 18, 2015",7.898,7.898,7.898,7.898,-0.006
"May 15, 2015",7.946,7.946,7.946,7.946,0.0009
"May 14, 2015",7.939,7.939,7.939,7.939,-0.0023
"May 13, 2015",7.957,7.957,7.957,7.957,0.0009
"May 12, 2015",7.95,7.95,7.95,7.95,0.0081
"May 11, 2015",7.886,7.886,7.886,7.886,-0.0114
"May 08, 2015",7.977,7.977,7.977,7.977,-0.002
"May 07, 2015",7.993,7.993,7.993,7.993,0.0129
"May 06, 2015",7.891,7.891,7.891,7.891,0.0054
"May 05, 2015",7.849,7.849,7.849,7.849,-0.0014
"Apr 30, 2015",7.86,7.86,7.86,7.86,0.0058
"Apr 29, 2015",7.815,7.815,7.815,7.815,0.007
"Apr 28, 2015",7.761,7.761,7.761,7.761,-0.0022
"Apr 27, 2015",7.778,7.778,7.778,7.778,-0.0012
"Apr 24, 2015",7.787,7.787,7.787,7.787,0.0039
"Apr 23, 2015",7.757,7.757,7.757,7.757,0.0005
"Apr 22, 2015",7.753,7.753,7.753,7.753,-0.0026
"Apr 21, 2015",7.773,7.773,7.773,7.773,-0.0027
"Apr 20, 2015",7.794,7.794,7.794,7.794,0.0004
"Apr 17, 2015",7.791,7.791,7.791,7.791,-0.001
"Apr 16, 2015",7.799,7.799,7.799,7.799,0.0022
"Apr 15, 2015",7.782,7.782,7.782,7.782,-0.0018
"Apr 13, 2015",7.796,7.796,7.796,7.796,-0.0006
"Apr 10, 2015",7.801,7.801,7.801,7.801,0.0035
"Apr 09, 2015",7.774,7.774,7.774,7.774,-0.0015
"Apr 08, 2015",7.786,7.786,7.786,7.786,0
"Apr 07, 2015",7.786,7.786,7.786,7.786,0.0084
"Apr 06, 2015",7.721,7.721,7.721,7.721,-0.0022
"Mar 31, 2015",7.738,7.738,7.738,7.738,-0.003
"Mar 30, 2015",7.761,7.761,7.761,7.761,-0.0019
"Mar 27, 2015",7.776,7.776,7.776,7.776,-0.0027
"Mar 26, 2015",7.797,7.797,7.797,7.797,0.0032
"Mar 25, 2015",7.772,7.772,7.772,7.772,0.0028
"Mar 24, 2015",7.75,7.75,7.75,7.75,-0.0008
"Mar 23, 2015",7.756,7.756,7.756,7.756,0.0013
"Mar 20, 2015",7.746,7.746,7.746,7.746,-0.0013
"Mar 19, 2015",7.756,7.756,7.756,7.756,-0.0046
"Mar 18, 2015",7.792,7.792,7.792,7.792,0.0013
"Mar 17, 2015",7.782,7.782,7.782,7.782,-0.0028
"Mar 16, 2015",7.804,7.804,7.804,7.804,0.001
"Mar 13, 2015",7.796,7.796,7.796,7.796,0.0096
"Mar 12, 2015",7.722,7.722,7.722,7.722,-0.0048
"Mar 11, 2015",7.759,7.759,7.759,7.759,0.0015
"Mar 10, 2015",7.747,7.747,7.747,7.747,0.0009
"Mar 09, 2015",7.74,7.74,7.74,7.74,0.0045
"Mar 05, 2015",7.705,7.705,7.705,7.705,0.0026
"Mar 04, 2015",7.685,7.685,7.685,7.685,-0.0089
"Mar 03, 2015",7.754,7.754,7.754,7.754,0.0017
"Mar 02, 2015",7.741,7.741,7.741,7.741,0.0022
"Feb 27, 2015",7.724,7.724,7.724,7.724,-0.0018
"Feb 26, 2015",7.738,7.738,7.738,7.738,0.0042
"Feb 25, 2015",7.706,7.706,7.706,7.706,-0.0013
"Feb 24, 2015",7.716,7.716,7.716,7.716,0.0018
"Feb 23, 2015",7.702,7.702,7.702,7.702,0.0009
"Feb 20, 2015",7.695,7.695,7.695,7.695,-0.0019
"Feb 19, 2015",7.71,7.71,7.71,7.71,0.0003
"Feb 18, 2015",7.708,7.708,7.708,7.708,0.0001
"Feb 16, 2015",7.707,7.707,7.707,7.707,0.0013
"Feb 13, 2015",7.697,7.697,7.697,7.697,-0.0059
"Feb 12, 2015",7.743,7.743,7.743,7.743,0.0014
"Feb 11, 2015",7.732,7.732,7.732,7.732,0.0005
"Feb 10, 2015",7.728,7.728,7.728,7.728,0
"Feb 09, 2015",7.728,7.728,7.728,7.728,0.0036
"Feb 06, 2015",7.7,7.7,7.7,7.7,0.0001
"Feb 05, 2015",7.699,7.699,7.699,7.699,-0.0023
"Feb 04, 2015",7.717,7.717,7.717,7.717,-0.0013
"Feb 03, 2015",7.727,7.727,7.727,7.727,0.0098
"Feb 02, 2015",7.652,7.652,7.652,7.652,-0.0053
"Feb 01, 2015",7.693,7.693,7.693,7.693,0.0003
"Jan 30, 2015",7.691,7.691,7.691,7.691,-0.0026
"Jan 29, 2015",7.711,7.711,7.711,7.711,0.0008
"Jan 28, 2015",7.705,7.705,7.705,7.705,0.0001
"Jan 27, 2015",7.704,7.704,7.704,7.704,0
"Jan 23, 2015",7.704,7.704,7.704,7.704,-0.001
"Jan 22, 2015",7.712,7.712,7.712,7.712,0.0029
"Jan 21, 2015",7.69,7.69,7.69,7.69,-0.0043
"Jan 20, 2015",7.723,7.723,7.723,7.723,0
"Jan 19, 2015",7.723,7.723,7.723,7.723,0.0022
"Jan 16, 2015",7.706,7.706,7.706,7.706,0.0016
"Jan 15, 2015",7.694,7.694,7.694,7.694,-0.01
"Jan 14, 2015",7.772,7.772,7.772,7.772,0.0005
"Jan 13, 2015",7.768,7.768,7.768,7.768,-0.0056
"Jan 12, 2015",7.812,7.812,7.812,7.812,-0.0041
"Jan 09, 2015",7.844,7.844,7.844,7.844,-0.002
"Jan 08, 2015",7.86,7.86,7.86,7.86,0.0005
"Jan 07, 2015",7.856,7.856,7.856,7.856,-0.0054
"Jan 06, 2015",7.899,7.899,7.899,7.899,0.0009
"Jan 05, 2015",7.892,7.892,7.892,7.892,0.0025
"Jan 02, 2015",7.872,7.872,7.872,7.872,-0.001
"Jan 01, 2015",7.88,7.88,7.88,7.88,0.0032
"Dec 31, 2014",7.855,7.855,7.855,7.855,-0.0023
"Dec 30, 2014",7.873,7.873,7.873,7.873,-0.0068
"Dec 29, 2014",7.927,7.927,7.927,7.927,-0.0068
"Dec 28, 2014",7.981,7.981,7.981,7.981,0.0004
"Dec 26, 2014",7.978,7.978,7.978,7.978,0.0023
"Dec 24, 2014",7.96,7.96,7.96,7.96,0.0048
"Dec 23, 2014",7.922,7.922,7.922,7.922,-0.004
"Dec 22, 2014",7.954,7.954,7.954,7.954,-0.0008
"Dec 19, 2014",7.96,7.96,7.96,7.96,0.004
"Dec 18, 2014",7.928,7.928,7.928,7.928,-0.0051
"Dec 17, 2014",7.969,7.969,7.969,7.969,-0.0023
