Momentum,Mass,Strategy,Criterion,Portfolio,Fin Wealth,Sharpe Ratio,Var 95%,Max DD
Momentum 1,Turnover Rate,Strategy,1-1,W-L,2.0162352531014314,0.3356609423341405,4.357560653872343,-16.567508497568404
Momentum 1,Inverse Turnover Rate,Strategy,2-1,W-L,2.171599342857104,0.3439562014395332,4.3975906132085125,-16.591611467882657
Momentum 2,Turnover Rate,Strategy,1-1,W-L,2.1382612260789875,0.3194435401634689,4.725887770994152,-16.20559897378818
Momentum 2,Inverse Turnover Rate,Strategy,3-1,W-L,1.381070925954862,0.10903063165113457,7.716793283994916,-31.12699183744716
Momentum 3,Inverse Volatility,Strategy,3-1,W-L,1.2599240256221422,0.13523508586005029,5.122885263545097,-21.38925596199404
