Date,Capital
2017-01-01,50000.0
2017-01-02,50600.77337622766
2017-01-03,51024.221756451814
2017-01-04,52218.588185915054
2017-01-05,54093.66570750768
2017-01-06,53323.86938503713
2017-01-07,53323.86938503713
2017-01-08,53323.86938503713
2017-01-09,53378.675571908934
2017-01-10,53423.234343410484
2017-01-11,54077.74340042061
2017-01-12,53519.0932274219
2017-01-13,53059.261103255805
2017-01-14,53059.261103255805
2017-01-15,53059.261103255805
2017-01-16,53253.45861588296
2017-01-17,53456.630680633076
2017-01-18,54239.29214901712
2017-01-19,54274.271279078115
2017-01-20,52978.883099817394
2017-01-21,52978.883099817394
2017-01-22,52978.883099817394
2017-01-23,53661.363837629826
2017-01-24,54190.80883948361
2017-01-25,54808.89490192572
2017-01-26,54808.89490192572
2017-01-27,55084.37843312063
2017-01-28,55084.37843312063
2017-01-29,55084.37843312063
2017-01-30,55203.33673648242
2017-01-31,54867.29762924031
2017-02-01,56647.39920527191
2017-02-02,57555.15312614503
2017-02-03,59335.93696052234
2017-02-04,59335.93696052234
2017-02-05,59335.93696052234
2017-02-06,61043.34285158358
2017-02-07,61272.05781761563
2017-02-08,61899.86471137259
2017-02-09,62601.38232764206
2017-02-10,61959.40318996805
2017-02-11,61959.40318996805
2017-02-12,61959.40318996805
2017-02-13,60820.37421315888
2017-02-14,60271.71916627588
2017-02-15,58971.514985564194
2017-02-16,60656.25024671026
2017-02-17,62241.82401110658
2017-02-18,62241.82401110658
2017-02-19,62241.82401110658
2017-02-20,63334.676796435975
2017-02-21,64304.21696130906
2017-02-22,64828.014515850744
2017-02-23,65351.81449607079
2017-02-24,65351.81449607079
2017-02-25,65351.81449607079
2017-02-26,65351.81449607079
2017-02-27,67046.94132994329
2017-02-28,68139.13195454789
2017-03-01,68432.350053621
2017-03-02,66788.81373785822
2017-03-03,67516.29873568591
2017-03-04,67516.29873568591
2017-03-05,67516.29873568591
2017-03-06,68179.11760387484
2017-03-07,68111.84258185921
2017-03-08,67241.84745484804
2017-03-09,66574.04932100662
2017-03-10,66927.77723962026
2017-03-11,66927.77723962026
2017-03-12,66927.77723962026
2017-03-13,66927.77723962026
2017-03-14,66920.8507309565
2017-03-15,67626.38338058737
2017-03-16,68894.2908471081
2017-03-17,68119.93005865757
2017-03-18,68119.93005865757
2017-03-19,68119.93005865757
2017-03-20,67899.02112782671
2017-03-21,67509.58148090864
2017-03-22,66149.22388568858
2017-03-23,67035.56731734349
2017-03-24,66678.36776239521
2017-03-25,66678.36776239521
2017-03-26,66678.36776239521
2017-03-27,65960.17843883383
2017-03-28,66515.26500172332
2017-03-29,66133.36603374228
2017-03-30,66663.83945486271
2017-03-31,66316.02267606465
2017-04-01,66316.02267606465
2017-04-02,66316.02267606465
2017-04-03,66064.87556170275
2017-04-04,66064.87556170275
2017-04-05,68324.60732354161
2017-04-06,68275.77645051375
2017-04-07,66249.24517619287
2017-04-08,66249.24517619287
2017-04-09,66249.24517619287
2017-04-10,65605.91394303266
2017-04-11,66500.20365275114
2017-04-12,65468.36610067953
2017-04-13,64908.15064375007
2017-04-14,64908.15064375007
2017-04-15,64908.15064375007
2017-04-16,64908.15064375007
2017-04-17,64974.526902128026
2017-04-18,63699.2715142668
2017-04-19,63694.820837468615
2017-04-20,64106.838067795296
2017-04-21,64533.75328225772
2017-04-22,64533.75328225772
2017-04-23,64533.75328225772
2017-04-24,65473.01101068834
2017-04-25,65583.21251989271
2017-04-26,64887.635050314566
2017-04-27,64604.81015595214
2017-04-28,64874.91659594533
2017-04-29,64874.91659594533
2017-04-30,64874.91659594533
2017-05-01,64874.91659594533
2017-05-02,64764.55505368444
2017-05-03,64608.21199896875
2017-05-04,64429.75086430132
2017-05-05,62849.135610200974
2017-05-06,62849.135610200974
2017-05-07,62849.135610200974
2017-05-08,63410.768812848924
2017-05-09,64198.477622886196
2017-05-10,64532.12873421673
2017-05-11,64610.96493888847
2017-05-12,63982.065584322205
2017-05-13,63982.065584322205
2017-05-14,63982.065584322205
2017-05-15,64568.074041077125
2017-05-16,65430.925475154974
2017-05-17,65421.92198030778
2017-05-18,64134.63551282901
2017-05-19,62841.92704069325
2017-05-20,62841.92704069325
2017-05-21,62841.92704069325
2017-05-22,61982.01352908901
2017-05-23,59085.94357828175
2017-05-24,57760.67632173853
2017-05-25,60258.196550741486
2017-05-26,61886.463963190035
2017-05-27,61886.463963190035
2017-05-28,61886.463963190035
2017-05-29,59089.0180223912
2017-05-30,59769.33863688496
2017-05-31,59990.62754330281
2017-06-01,60123.52336060891
2017-06-02,60978.27987434076
2017-06-03,60978.27987434076
2017-06-04,60978.27987434076
2017-06-05,61389.83157389351
2017-06-06,60954.698160357286
2017-06-07,61033.06452612184
2017-06-08,60867.93239002192
2017-06-09,60916.375112316186
2017-06-10,60916.375112316186
2017-06-11,60916.375112316186
2017-06-12,60380.20190495595
2017-06-13,61117.34814594134
2017-06-14,61170.192632920254
2017-06-15,61742.741433996074
2017-06-16,62596.027576595974
2017-06-17,62596.027576595974
2017-06-18,62596.027576595974
2017-06-19,62592.99547345582
2017-06-20,62748.451775269255
2017-06-21,63000.803453421555
2017-06-22,63010.315702343025
2017-06-23,63562.46789076147
2017-06-24,63562.46789076147
2017-06-25,63562.46789076147
2017-06-26,63562.46789076147
2017-06-27,64688.67108153821
2017-06-28,65093.80529141053
2017-06-29,67645.53010017985
2017-06-30,67028.28482346477
2017-07-01,67028.28482346477
2017-07-02,67028.28482346477
2017-07-03,67249.79641988497
2017-07-04,66883.35692723053
2017-07-05,68706.53680844071
2017-07-06,69078.33399610204
2017-07-07,72009.24918366713
2017-07-08,72009.24918366713
2017-07-09,72009.24918366713
2017-07-10,72687.43129639125
2017-07-11,71247.3147848568
2017-07-12,71334.81416097788
2017-07-13,71033.21749294818
2017-07-14,71315.09613535555
2017-07-15,71315.09613535555
2017-07-16,71315.09613535555
2017-07-17,74797.19981371428
2017-07-18,74072.56088610941
2017-07-19,74858.93987178328
2017-07-20,75239.0582845153
2017-07-21,76961.16214160906
2017-07-22,76961.16214160906
2017-07-23,76961.16214160906
2017-07-24,77770.56536934327
2017-07-25,78363.98202470067
2017-07-26,80149.12959258631
2017-07-27,79321.825900957
2017-07-28,79690.5951543886
2017-07-29,79690.5951543886
2017-07-30,79690.5951543886
2017-07-31,79718.6350564931
2017-08-01,78955.75715969568
2017-08-02,76728.86814920238
2017-08-03,73494.2411996279
2017-08-04,74520.47389382769
2017-08-05,74520.47389382769
2017-08-06,74520.47389382769
2017-08-07,78015.836113069
2017-08-08,74960.69188995053
2017-08-09,73357.95521870248
2017-08-10,69194.26744895258
2017-08-11,67647.56124526488
2017-08-12,67647.56124526488
2017-08-13,67647.56124526488
2017-08-14,70991.44483647606
2017-08-15,70991.44483647606
2017-08-16,72501.97648423538
2017-08-17,72873.73939457412
2017-08-18,71595.99547607315
2017-08-19,71595.99547607315
2017-08-20,71595.99547607315
2017-08-21,70012.51187140116
2017-08-22,68413.69335481351
2017-08-23,69701.91538546441
2017-08-24,71753.82362655803
2017-08-25,71753.82362655803
2017-08-26,71753.82362655803
2017-08-27,71753.82362655803
2017-08-28,72109.16498818279
2017-08-29,69543.97105676985
2017-08-30,72803.21148284637
2017-08-31,73319.1767207201
2017-09-01,74994.47277340721
2017-09-02,74994.47277340721
2017-09-03,74994.47277340721
2017-09-04,73727.08834415859
2017-09-05,73835.69276718653
2017-09-06,75153.87277745297
2017-09-07,75082.42799551947
2017-09-08,74102.52038460666
2017-09-09,74102.52038460666
2017-09-10,74102.52038460666
2017-09-11,73704.34023895493
2017-09-12,73987.38065126784
2017-09-13,72791.50294901629
2017-09-14,73245.61712929045
2017-09-15,72655.141492345
2017-09-16,72655.141492345
2017-09-17,72655.141492345
2017-09-18,72875.73821420889
2017-09-19,73249.59671005563
2017-09-20,74161.78176405127
2017-09-21,73730.11239049159
2017-09-22,70110.60732714036
2017-09-23,70110.60732714036
2017-09-24,70110.60732714036
2017-09-25,68401.19873916142
2017-09-26,69145.90829293724
2017-09-27,66619.91966681245
2017-09-28,67562.49876583213
2017-09-29,68802.913949243
2017-09-30,68802.913949243
2017-10-01,68802.913949243
2017-10-02,68802.913949243
2017-10-03,69639.35651106617
2017-10-04,69962.90161300753
2017-10-05,71934.31410205684
2017-10-06,73293.67215992523
2017-10-07,73293.67215992523
2017-10-08,73293.67215992523
2017-10-09,72974.85939540257
2017-10-10,73364.32126977015
2017-10-11,71662.37026942873
2017-10-12,73509.77736369135
2017-10-13,73758.9616693945
2017-10-14,73758.9616693945
2017-10-15,73758.9616693945
2017-10-16,73319.80628093718
2017-10-17,73560.73196214174
2017-10-18,73177.91753342566
2017-10-19,72566.12040978209
2017-10-20,72566.12040978209
2017-10-21,72566.12040978209
2017-10-22,72566.12040978209
2017-10-23,73181.29135315647
2017-10-24,73674.33049547425
2017-10-25,74795.03230107052
2017-10-26,74107.51836464026
2017-10-27,75708.67454265752
2017-10-28,75708.67454265752
2017-10-29,75708.67454265752
2017-10-30,77232.56675051303
2017-10-31,77649.17188378487
2017-11-01,77775.2167657427
2017-11-02,77936.23817737398
2017-11-03,78974.5992430423
2017-11-04,78974.5992430423
2017-11-05,78974.5992430423
2017-11-06,78587.0064237952
2017-11-07,76179.91697595436
2017-11-08,75131.37530425156
2017-11-09,76206.48483263142
2017-11-10,77477.71433501621
2017-11-11,77477.71433501621
2017-11-12,77477.71433501621
2017-11-13,80249.49682855258
2017-11-14,79562.50757322153
2017-11-15,76455.26663472087
2017-11-16,78551.12172067462
2017-11-17,79748.77010734711
2017-11-18,79748.77010734711
2017-11-19,79748.77010734711
2017-11-20,82394.24571310107
2017-11-21,80981.33950775675
2017-11-22,82443.49409501399
2017-11-23,81778.38648709537
2017-11-24,82686.88455091625
2017-11-25,82686.88455091625
2017-11-26,82686.88455091625
2017-11-27,82681.60960147296
2017-11-28,82672.77821959267
2017-11-29,82136.51489579931
2017-11-30,81160.64740955357
2017-12-01,79599.45637670488
2017-12-02,79599.45637670488
2017-12-03,79599.45637670488
2017-12-04,79030.10588885097
2017-12-05,78779.02023149881
2017-12-06,77515.29937190394
2017-12-07,78246.68002240628
2017-12-08,81297.7508264603
2017-12-09,81297.7508264603
2017-12-10,81297.7508264603
2017-12-11,81897.41033522764
2017-12-12,81470.11761628371
2017-12-13,79320.590479081
2017-12-14,78740.41838181765
2017-12-15,79120.98747009819
2017-12-16,79120.98747009819
2017-12-17,79120.98747009819
2017-12-18,79692.08467375192
2017-12-19,81133.73898455931
2017-12-20,82382.91544073232
2017-12-21,84203.43026013969
2017-12-22,83537.76089714491
2017-12-23,83537.76089714491
2017-12-24,83537.76089714491
2017-12-25,83537.76089714491
2017-12-26,85984.24579689698
2017-12-27,86510.82452589592
2017-12-28,89221.02755294778
2017-12-29,93638.43130459866
2017-12-30,93638.43130459866
2017-12-31,93638.43130459866
2018-01-01,92895.15511582575
2018-01-02,91519.37046321612
2018-01-03,92477.309301926
2018-01-04,93693.54103589713
2018-01-05,95944.21351791898
2018-01-06,95944.21351791898
2018-01-07,95944.21351791898
2018-01-08,98477.26529992593
2018-01-09,98358.38369730396
2018-01-10,99425.79131690637
2018-01-11,99602.75608988918
2018-01-12,99387.74989939675
2018-01-13,99387.74989939675
2018-01-14,99387.74989939675
2018-01-15,99200.13851003454
2018-01-16,96109.13563567615
2018-01-17,96515.2066525513
2018-01-18,91552.6793842323
2018-01-19,91108.2788589635
2018-01-20,91108.2788589635
2018-01-21,91108.2788589635
2018-01-22,91871.90844909061
2018-01-23,91376.85490835647
2018-01-24,89836.9113121017
2018-01-25,88907.83720554008
2018-01-26,88907.83720554008
2018-01-27,88907.83720554008
2018-01-28,88907.83720554008
2018-01-29,86990.3466619781
